Gene	PfamDomains	LengthPfamDomain	GeneLength	PfamDomLen	PfamLengthRatio	geneType	geneClusterType
YGL076C	2	121	1662	0.00120337	0.0728039	WGD	WGD_in_WGDCluster
YGL077C	1	444	1692	0.000591017	0.262411	SSD	SSD_in_WGDCluster
YGL078C	2	282	1572	0.00127226	0.179389	singletons	Singletons_in_WGDCluster
YGL079W	1	85	657	0.00152207	0.129376	singletons	Singletons_in_WGDCluster
YGL080W	1	112	393	0.00254453	0.284987	singletons	Singletons_in_WGDCluster
YGL081W	1	87	963	0.00103842	0.0903427	singletons	Singletons_in_WGDCluster
YGL082W	1	121	1146	0.0008726	0.105585	WGD	WGD_in_WGDCluster
YGL083W	1	260	2415	0.000414079	0.10766	singletons	Singletons_in_WGDCluster
YGL084C	1	340	1683	0.000594177	0.20202	WGD	WGD_in_WGDCluster
YGL085W	1	112	825	0.00121212	0.135758	singletons	Singletons_in_WGDCluster
YGL086W	1	692	2250	0.000444444	0.307556	singletons	Singletons_in_WGDCluster
YGL087C	1	127	499	0.00200401	0.254509	singletons	Singletons_in_WGDCluster
YGL089C	3	104	363	0.00826446	0.286501	WGD	WGD_in_WGDCluster
YGL090W	1	159	1266	0.000789889	0.125592	singletons	Singletons_in_ComplementCluster
YGL091C	1	252	987	0.00101317	0.255319	SSD	SSD_in_SSDCluster
YGL092W	3	493	3954	0.000758725	0.124684	singletons	Singletons_in_ComplementCluster
YGL093W	1	311	2754	0.000363108	0.112927	singletons	Singletons_in_ComplementCluster
YGL094C	2	496	3348	0.000597372	0.148148	singletons	Singletons_in_ComplementCluster
YGL095C	1	539	1734	0.000576701	0.310842	SSD	SSD_in_SSDCluster
YGL096W	1	39	831	0.00120337	0.0469314	WGD	WGD_in_WGDCluster
YGL097W	5	271	1449	0.00345066	0.187026	singletons	Singletons_in_ComplementCluster
YGL098W	1	226	738	0.00135501	0.306233	singletons	Singletons_in_ComplementCluster
YGL099W	1	81	1923	0.000520021	0.0421217	singletons	Singletons_in_ComplementCluster
YGL100W	4	160	1050	0.00380952	0.152381	SSD	SSD_in_SSDCluster
YGL101W	1	163	648	0.00154321	0.251543	WGD	WGD_in_WGDCluster
YGL103W	1	131	961	0.00104058	0.136316	singletons	Singletons_in_WGDCluster
YGL104C	1	455	1461	0.000684463	0.311431	WGD	WGD_in_WGDCluster
YGL105W	1	94	1131	0.000884173	0.0831123	singletons	Singletons_in_WGDCluster
YGL106W	1	63	450	0.00222222	0.14	singletons	Singletons_in_WGDCluster
YGL110C	1	41	1875	0.000533333	0.0218667	singletons	Singletons_in_ComplementCluster
YGL112C	2	163	1551	0.00128949	0.105093	singletons	Singletons_in_ComplementCluster
YGL113W	2	607	2007	0.000996512	0.302441	singletons	Singletons_in_ComplementCluster
YGL114W	1	695	2178	0.000459137	0.3191	singletons	Singletons_in_ComplementCluster
YGL115W	3	179	969	0.00309598	0.184727	singletons	Singletons_in_ComplementCluster
YGL116W	1	84	1833	0.000545554	0.0458265	SSD	SSD_in_SSDCluster
YGL119W	1	116	1506	0.000664011	0.0770252	singletons	Singletons_in_SSDCluster
YGL120C	4	471	2304	0.00173611	0.204427	SSD	SSD_in_SSDCluster
YGL122C	6	193	1578	0.00380228	0.122307	singletons	Singletons_in_SSDCluster
YGL123W	2	135	765	0.00261438	0.176471	singletons	Singletons_in_SSDCluster
YGL124C	3	378	1935	0.00155039	0.195349	singletons	Singletons_in_SSDCluster
YGL125W	1	292	1803	0.000554631	0.161952	SSD	SSD_in_SSDCluster
YGL126W	1	338	1143	0.000874891	0.295713	singletons	Singletons_in_SSDCluster
YGL127C	1	87	384	0.00260417	0.226562	singletons	Singletons_in_SSDCluster
YGL128C	1	69	852	0.00117371	0.0809859	singletons	Singletons_in_SSDCluster
YGL129C	1	320	1467	0.000681663	0.218132	singletons	Singletons_in_SSDCluster
YGL130W	2	347	1380	0.00144928	0.251449	singletons	Singletons_in_SSDCluster
YGL131C	4	364	4212	0.000949668	0.0864198	SSD	SSD_in_SSDCluster
YGL133W	3	332	3795	0.000790514	0.0874835	WGD	WGD_in_WGDCluster
YGL134W	1	177	1302	0.000768049	0.135945	WGD	WGD_in_WGDCluster
YGL135W	1	196	654	0.00152905	0.299694	WGD	WGD_in_WGDCluster
YGL136C	1	258	963	0.00103842	0.267913	singletons	Singletons_in_WGDCluster
YGL137W	5	607	2870	0.00174216	0.211498	singletons	Singletons_in_WGDCluster
YGL139W	2	566	2409	0.00083022	0.234952	WGD	WGD_in_WGDCluster
YGL140C	2	580	3660	0.000546448	0.15847	singletons	Singletons_in_ComplementCluster
YGL141W	1	303	2733	0.000365898	0.110867	singletons	Singletons_in_ComplementCluster
YGL142C	1	468	1851	0.000540249	0.252836	singletons	Singletons_in_ComplementCluster
YGL143C	2	305	1242	0.00161031	0.245572	singletons	Singletons_in_ComplementCluster
YGL144C	1	200	2058	0.000485909	0.0971817	WGD	WGD_in_WGDCluster
YGL145W	1	456	2106	0.000474834	0.216524	singletons	Singletons_in_ComplementCluster
YGL146C	1	183	936	0.00106838	0.195513	singletons	Singletons_in_ComplementCluster
YGL147C	2	154	576	0.00347222	0.267361	SSD	SSD_in_SSDCluster
YGL148W	1	355	1131	0.000884173	0.313882	singletons	Singletons_in_SSDCluster
YGL150C	3	618	4470	0.000671141	0.138255	SSD	SSD_in_SSDCluster
YGL151W	1	1126	3399	0.000294204	0.331274	singletons	Singletons_in_ComplementCluster
YGL153W	1	45	1026	0.000974659	0.0438596	singletons	Singletons_in_ComplementCluster
YGL154C	1	106	819	0.001221	0.129426	singletons	Singletons_in_ComplementCluster
YGL155W	4	171	1131	0.00353669	0.151194	singletons	Singletons_in_ComplementCluster
YGL156W	4	682	3252	0.00123001	0.209717	singletons	Singletons_in_ComplementCluster
YGL157W	1	262	1044	0.000957854	0.250958	SSD	SSD_in_SSDCluster
YGL158W	1	293	1539	0.000649773	0.190383	WGD	WGD_in_WGDCluster
YGL160W	3	417	1713	0.00175131	0.243433	SSD	SSD_in_WGDCluster
YGL161C	1	190	933	0.00107181	0.203644	singletons	Singletons_in_WGDCluster
YGL163C	3	679	2697	0.00111235	0.251761	SSD	SSD_in_WGDCluster
YGL164C	1	312	1323	0.000755858	0.235828	singletons	Singletons_in_WGDCluster
YGL166W	1	38	678	0.00147493	0.0560472	WGD	WGD_in_WGDCluster
YGL167C	4	772	2853	0.00140203	0.270592	singletons	Singletons_in_ComplementCluster
YGL169W	2	360	1281	0.00156128	0.28103	singletons	Singletons_in_ComplementCluster
YGL171W	2	286	1695	0.00117994	0.168732	singletons	Singletons_in_ComplementCluster
YGL172W	2	183	1419	0.00140944	0.128964	singletons	Singletons_in_ComplementCluster
YGL173C	6	1073	4587	0.00130804	0.233922	SSD	SSD_in_SSDCluster
YGL174W	1	130	801	0.00124844	0.162297	singletons	Singletons_in_ComplementCluster
YGL178W	6	184	3220	0.00186335	0.0571429	singletons	Singletons_in_ComplementCluster
YGL179C	1	294	1683	0.000594177	0.174688	WGD	WGD_in_WGDCluster
YGL180W	2	608	2694	0.00074239	0.225687	singletons	Singletons_in_ComplementCluster
YGL181W	2	159	1191	0.00167926	0.133501	singletons	Singletons_in_ComplementCluster
YGL183C	2	113	743	0.00269179	0.152086	singletons	Singletons_in_ComplementCluster
YGL184C	1	398	1398	0.000715308	0.284692	SSD	SSD_in_SSDCluster
YGL185C	1	197	1140	0.000877193	0.172807	SSD	SSD_in_SSDCluster
YGL186C	1	377	1740	0.000574713	0.216667	singletons	Singletons_in_ComplementCluster
YGL187C	1	128	468	0.00213675	0.273504	singletons	Singletons_in_ComplementCluster
YGL189C	1	107	360	0.00277778	0.297222	WGD	WGD_in_WGDCluster
YGL190C	1	41	1581	0.000632511	0.025933	singletons	Singletons_in_ComplementCluster
YGL191W	1	122	390	0.0025641	0.312821	singletons	Singletons_in_ComplementCluster
YGL192W	1	162	1803	0.000554631	0.0898502	singletons	Singletons_in_ComplementCluster
YGL194C	1	293	1359	0.000735835	0.2156	SSD	SSD_in_SSDCluster
YGL195W	2	253	8019	0.000249408	0.0315501	singletons	Singletons_in_ComplementCluster
YGL196W	2	345	1287	0.001554	0.268065	singletons	Singletons_in_ComplementCluster
YGL197W	1	56	4464	0.000224014	0.0125448	WGD	WGD_in_WGDCluster
YGL200C	1	178	612	0.00163399	0.29085	singletons	Singletons_in_ComplementCluster
YGL201C	5	703	3054	0.0016372	0.23019	singletons	Singletons_in_ComplementCluster
YGL202W	1	391	1503	0.000665336	0.260146	SSD	SSD_in_SSDCluster
YGL203C	1	453	2190	0.000456621	0.206849	singletons	Singletons_in_ComplementCluster
YGL205W	3	434	2247	0.00133511	0.193146	singletons	Singletons_in_ComplementCluster
YGL206C	10	1112	4962	0.00201532	0.224103	singletons	Singletons_in_ComplementCluster
YGL207W	4	632	2072	0.0019305	0.305019	singletons	Singletons_in_ComplementCluster
YGL208W	2	162	1248	0.00160256	0.129808	WGD	WGD_in_WGDCluster
YGL209W	1	24	1149	0.000870322	0.0208877	WGD	WGD_in_WGDCluster
YGL210W	1	161	669	0.00149477	0.240658	WGD	WGD_in_WGDCluster
YGL211W	2	225	1080	0.00185185	0.208333	singletons	Singletons_in_ComplementCluster
YGL212W	1	93	951	0.00105152	0.0977918	singletons	Singletons_in_ComplementCluster
YGL213C	2	73	1194	0.00167504	0.061139	singletons	Singletons_in_ComplementCluster
YGL216W	1	334	2418	0.000413565	0.138131	SSD	SSD_in_SSDCluster
YGL220W	1	108	363	0.00275482	0.297521	singletons	Singletons_in_ComplementCluster
YGL221C	1	263	867	0.0011534	0.303345	singletons	Singletons_in_ComplementCluster
YGL224C	1	188	843	0.00118624	0.223013	WGD	WGD_in_WGDCluster
YGL226C-A	1	72	410	0.00243902	0.17561	singletons	Singletons_in_WGDCluster
YGL226W	1	99	372	0.00268817	0.266129	singletons	Singletons_in_WGDCluster
YGL227W	2	350	2877	0.000695169	0.121655	singletons	Singletons_in_WGDCluster
YGL229C	1	529	2457	0.000407	0.215303	WGD	WGD_in_WGDCluster
YGL231C	1	118	573	0.0017452	0.205934	singletons	Singletons_in_ComplementCluster
YGL232W	1	160	928	0.00107759	0.172414	singletons	Singletons_in_ComplementCluster
YGL233W	1	343	2733	0.000365898	0.125503	singletons	Singletons_in_ComplementCluster
YGL234W	5	684	2409	0.00207555	0.283935	singletons	Singletons_in_ComplementCluster
YGL236C	2	617	2010	0.000995025	0.306965	singletons	Singletons_in_ComplementCluster
YGL237C	1	55	798	0.00125313	0.0689223	singletons	Singletons_in_ComplementCluster
YGL238W	3	878	2883	0.00104058	0.304544	singletons	Singletons_in_ComplementCluster
YGL240W	1	187	753	0.00132802	0.24834	singletons	Singletons_in_ComplementCluster
YGL241W	1	79	3015	0.000331675	0.0262023	singletons	Singletons_in_ComplementCluster
YGL242C	1	110	546	0.0018315	0.201465	singletons	Singletons_in_ComplementCluster
YGL243W	1	302	1203	0.000831255	0.251039	singletons	Singletons_in_ComplementCluster
YGL244W	1	103	1677	0.000596303	0.0614192	singletons	Singletons_in_ComplementCluster
YGL245W	2	478	2127	0.000940291	0.22473	SSD	SSD_in_SSDCluster
YGL246C	1	67	1164	0.000859107	0.0575601	singletons	Singletons_in_SSDCluster
YGL247W	1	134	594	0.0016835	0.225589	SSD	SSD_in_SSDCluster
YGL248W	1	328	1110	0.000900901	0.295495	singletons	Singletons_in_ComplementCluster
YGL250W	1	109	726	0.00137741	0.150138	singletons	Singletons_in_ComplementCluster
YGL251C	3	629	3716	0.00080732	0.169268	singletons	Singletons_in_ComplementCluster
YGL252C	1	314	1767	0.000565931	0.177702	singletons	Singletons_in_ComplementCluster
YGL253W	2	438	1461	0.00136893	0.299795	WGD	WGD_in_WGDCluster
YGL254W	2	47	900	0.00222222	0.0522222	singletons	Singletons_in_ComplementCluster
YGL255W	1	326	1131	0.000884173	0.28824	SSD	SSD_in_SSDCluster
YGL256W	1	362	1149	0.000870322	0.315057	singletons	Singletons_in_SSDCluster
YGL257C	1	276	1677	0.000596303	0.16458	SSD	SSD_in_SSDCluster
YGL258W	1	200	621	0.00161031	0.322061	SSD	SSD_in_SSDCluster
YGL258W-A	1	74	234	0.0042735	0.316239	singletons	Singletons_in_SSDCluster
YGL259W	1	79	498	0.00200803	0.158635	singletons	Singletons_in_SSDCluster
YGL261C	1	93	363	0.00275482	0.256198	SSD	SSD_in_SSDCluster
YGL262W	1	124	528	0.00189394	0.234848	singletons	Singletons_in_ComplementCluster
YGL263W	2	197	1143	0.00174978	0.172353	singletons	Singletons_in_ComplementCluster
YGR001C	1	180	902	0.00110865	0.199557	singletons	Singletons_in_WGDCluster
YGR002C	1	104	1431	0.000698812	0.0726765	singletons	Singletons_in_WGDCluster
YGR003W	2	673	2235	0.000894855	0.301119	SSD	SSD_in_WGDCluster
YGR004W	1	344	1389	0.000719942	0.24766	WGD	WGD_in_WGDCluster
YGR005C	2	226	1203	0.00166251	0.187864	singletons	Singletons_in_WGDCluster
YGR006W	1	132	756	0.00132275	0.174603	singletons	Singletons_in_WGDCluster
YGR007W	2	251	972	0.00205761	0.25823	SSD	SSD_in_WGDCluster
YGR010W	1	192	1188	0.000841751	0.161616	WGD	WGD_in_WGDCluster
YGR012W	1	316	1182	0.000846024	0.267343	SSD	SSD_in_SSDCluster
YGR015C	1	270	987	0.00101317	0.273556	SSD	SSD_in_SSDCluster
YGR017W	1	110	894	0.00111857	0.123043	singletons	Singletons_in_ComplementCluster
YGR019W	1	431	1416	0.000706215	0.304379	singletons	Singletons_in_ComplementCluster
YGR020C	1	104	357	0.00280112	0.291317	singletons	Singletons_in_ComplementCluster
YGR021W	1	257	873	0.00114548	0.294387	singletons	Singletons_in_ComplementCluster
YGR023W	1	151	1656	0.000603865	0.0911836	WGD	WGD_in_WGDCluster
YGR024C	2	222	714	0.00280112	0.310924	singletons	Singletons_in_WGDCluster
YGR027C	1	100	327	0.0030581	0.30581	WGD	WGD_in_WGDCluster
YGR027W-A	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YGR027W-B	3	432	5269	0.000569368	0.081989	singletons	Singletons_in_ComplementCluster
YGR028W	2	174	1089	0.00183655	0.15978	singletons	Singletons_in_ComplementCluster
YGR029W	1	92	653	0.00153139	0.140888	singletons	Singletons_in_ComplementCluster
YGR030C	1	74	477	0.00209644	0.155136	singletons	Singletons_in_ComplementCluster
YGR031W	1	251	1029	0.000971817	0.243926	SSD	SSD_in_SSDCluster
YGR032W	2	932	5688	0.000351617	0.163854	WGD	WGD_in_WGDCluster
YGR033C	1	152	720	0.00138889	0.211111	singletons	Singletons_in_WGDCluster
YGR034W	2	151	861	0.00232288	0.175377	WGD	WGD_in_WGDCluster
YGR036C	1	127	720	0.00138889	0.176389	singletons	Singletons_in_WGDCluster
YGR037C	1	80	264	0.00378788	0.30303	singletons	Singletons_in_WGDCluster
YGR038C-A	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YGR038C-B	3	435	5269	0.000569368	0.0825584	singletons	Singletons_in_ComplementCluster
YGR038W	1	135	669	0.00149477	0.201794	WGD	WGD_in_WGDCluster
YGR040W	1	300	1107	0.000903342	0.271003	SSD	SSD_in_SSDCluster
YGR042W	1	89	816	0.00122549	0.109069	singletons	Singletons_in_WGDCluster
YGR043C	1	303	1002	0.000998004	0.302395	WGD	WGD_in_WGDCluster
YGR046W	2	273	1158	0.00172712	0.235751	singletons	Singletons_in_WGDCluster
YGR047C	3	106	3078	0.000974659	0.0344379	singletons	Singletons_in_WGDCluster
YGR048W	1	178	1086	0.00092081	0.163904	singletons	Singletons_in_WGDCluster
YGR052W	1	252	1110	0.000900901	0.227027	singletons	Singletons_in_WGDCluster
YGR053C	1	157	852	0.00117371	0.184272	singletons	Singletons_in_WGDCluster
YGR054W	1	199	1929	0.000518403	0.103162	singletons	Singletons_in_WGDCluster
YGR055W	1	440	1725	0.00057971	0.255072	SSD	SSD_in_SSDCluster
YGR056W	3	286	2787	0.00107643	0.102619	WGD	WGD_in_SSDCluster
YGR057C	1	167	729	0.00137174	0.229081	singletons	Singletons_in_SSDCluster
YGR059W	1	266	1539	0.000649773	0.17284	SSD	SSD_in_SSDCluster
YGR060W	1	137	930	0.00107527	0.147312	SSD	SSD_in_SSDCluster
YGR061C	5	759	4077	0.00122639	0.186166	singletons	Singletons_in_SSDCluster
YGR063C	1	75	309	0.00323625	0.242718	singletons	Singletons_in_SSDCluster
YGR065C	1	384	1782	0.000561167	0.215488	SSD	SSD_in_SSDCluster
YGR066C	1	199	879	0.00113766	0.226394	SSD	SSD_in_SSDCluster
YGR067C	1	23	2385	0.000419287	0.00964361	singletons	Singletons_in_ComplementCluster
YGR068C	1	143	1761	0.000567859	0.0812039	singletons	Singletons_in_ComplementCluster
YGR070W	3	597	3468	0.000865052	0.172145	WGD	WGD_in_WGDCluster
YGR071C	1	45	2583	0.000387147	0.0174216	WGD	WGD_in_WGDCluster
YGR072W	1	265	1164	0.000859107	0.227663	singletons	Singletons_in_ComplementCluster
YGR074W	1	92	441	0.00226757	0.208617	singletons	Singletons_in_ComplementCluster
YGR075C	1	204	729	0.00137174	0.279835	singletons	Singletons_in_ComplementCluster
YGR076C	1	126	474	0.0021097	0.265823	singletons	Singletons_in_ComplementCluster
YGR078C	1	131	600	0.00166667	0.218333	singletons	Singletons_in_ComplementCluster
YGR080W	2	229	999	0.002002	0.229229	singletons	Singletons_in_ComplementCluster
YGR081C	1	161	633	0.00157978	0.254344	singletons	Singletons_in_ComplementCluster
YGR082W	1	133	552	0.00181159	0.240942	singletons	Singletons_in_ComplementCluster
YGR083C	1	352	1956	0.000511247	0.179959	singletons	Singletons_in_ComplementCluster
YGR085C	2	151	525	0.00380952	0.287619	WGD	WGD_in_WGDCluster
YGR086C	1	263	1020	0.000980392	0.257843	SSD	SSD_in_SSDCluster
YGR087C	3	448	1692	0.00177305	0.264775	singletons	Singletons_in_SSDCluster
YGR088W	2	467	1689	0.00118413	0.276495	SSD	SSD_in_SSDCluster
YGR090W	6	1008	3714	0.00161551	0.271405	singletons	Singletons_in_ComplementCluster
YGR091W	2	373	1485	0.0013468	0.251178	singletons	Singletons_in_ComplementCluster
YGR092W	2	349	1719	0.00116347	0.203025	WGD	WGD_in_WGDCluster
YGR093W	2	276	1524	0.00131234	0.181102	singletons	Singletons_in_WGDCluster
YGR094W	2	775	3315	0.000603318	0.233786	singletons	Singletons_in_WGDCluster
YGR095C	2	196	672	0.00297619	0.291667	singletons	Singletons_in_WGDCluster
YGR096W	3	290	945	0.0031746	0.306878	singletons	Singletons_in_WGDCluster
YGR098C	1	396	4893	0.000204374	0.0809319	singletons	Singletons_in_ComplementCluster
YGR099W	1	112	2067	0.000483793	0.0541848	singletons	Singletons_in_ComplementCluster
YGR100W	2	336	2853	0.000701016	0.117771	singletons	Singletons_in_ComplementCluster
YGR101W	1	155	1041	0.000960615	0.148895	singletons	Singletons_in_ComplementCluster
YGR103W	2	362	1818	0.00110011	0.19912	singletons	Singletons_in_ComplementCluster
YGR104C	1	296	924	0.00108225	0.320346	singletons	Singletons_in_ComplementCluster
YGR105W	1	53	234	0.0042735	0.226496	singletons	Singletons_in_ComplementCluster
YGR108W	2	240	1416	0.00141243	0.169492	WGD	WGD_in_WGDCluster
YGR109C	2	248	1143	0.00174978	0.216973	WGD	WGD_in_WGDCluster
YGR109W-A	1	95	873	0.00114548	0.10882	singletons	Singletons_in_ComplementCluster
YGR109W-B	5	588	4645	0.00107643	0.126588	singletons	Singletons_in_ComplementCluster
YGR110W	1	290	1338	0.000747384	0.216741	singletons	Singletons_in_ComplementCluster
YGR112W	1	275	1170	0.000854701	0.235043	singletons	Singletons_in_ComplementCluster
YGR113W	1	55	1032	0.000968992	0.0532946	singletons	Singletons_in_ComplementCluster
YGR116W	5	667	4356	0.00114784	0.153122	singletons	Singletons_in_ComplementCluster
YGR118W	1	113	758	0.00131926	0.149077	singletons	Singletons_in_ComplementCluster
YGR119C	3	321	1626	0.00184502	0.197417	singletons	Singletons_in_ComplementCluster
YGR120C	1	157	789	0.00126743	0.198986	singletons	Singletons_in_ComplementCluster
YGR121C	1	404	1479	0.000676133	0.273158	WGD	WGD_in_WGDCluster
YGR122W	1	327	1209	0.00082713	0.270471	singletons	Singletons_in_WGDCluster
YGR123C	2	309	1542	0.00129702	0.200389	singletons	Singletons_in_WGDCluster
YGR124W	2	299	1719	0.00116347	0.173938	WGD	WGD_in_WGDCluster
YGR125W	2	520	3111	0.00064288	0.167149	singletons	Singletons_in_ComplementCluster
YGR127W	1	288	939	0.00106496	0.306709	singletons	Singletons_in_ComplementCluster
YGR128C	1	712	2142	0.000466853	0.3324	singletons	Singletons_in_ComplementCluster
YGR129W	1	153	648	0.00154321	0.236111	singletons	Singletons_in_ComplementCluster
YGR131W	1	138	525	0.00190476	0.262857	WGD	WGD_in_WGDCluster
YGR132C	1	190	864	0.00115741	0.219907	SSD	SSD_in_WGDCluster
YGR133W	1	153	552	0.00181159	0.277174	singletons	Singletons_in_WGDCluster
YGR135W	2	208	777	0.002574	0.267696	SSD	SSD_in_WGDCluster
YGR136W	1	45	726	0.00137741	0.0619835	WGD	WGD_in_WGDCluster
YGR138C	1	382	1845	0.000542005	0.207046	WGD	WGD_in_WGDCluster
YGR140W	2	390	2871	0.000696621	0.135841	singletons	Singletons_in_WGDCluster
YGR143W	1	514	2316	0.000431779	0.221934	WGD	WGD_in_WGDCluster
YGR144W	1	257	981	0.00101937	0.261978	singletons	Singletons_in_WGDCluster
YGR145W	1	28	2124	0.00047081	0.0131827	singletons	Singletons_in_WGDCluster
YGR147C	1	131	867	0.0011534	0.151096	singletons	Singletons_in_WGDCluster
YGR148C	1	65	468	0.00213675	0.138889	WGD	WGD_in_WGDCluster
YGR149W	1	110	1299	0.000769823	0.0846805	singletons	Singletons_in_ComplementCluster
YGR150C	1	49	2595	0.000385356	0.0188825	singletons	Singletons_in_ComplementCluster
YGR152C	1	162	819	0.001221	0.197802	singletons	Singletons_in_ComplementCluster
YGR154C	2	221	1071	0.00186741	0.206349	singletons	Singletons_in_ComplementCluster
YGR155W	3	409	1524	0.0019685	0.268373	SSD	SSD_in_SSDCluster
YGR156W	2	118	1278	0.00156495	0.0923318	singletons	Singletons_in_SSDCluster
YGR157W	2	214	2610	0.000766284	0.0819923	singletons	Singletons_in_SSDCluster
YGR158C	1	144	753	0.00132802	0.191235	singletons	Singletons_in_SSDCluster
YGR159C	2	140	1245	0.00160643	0.11245	SSD	SSD_in_SSDCluster
YGR161C-C	1	97	1323	0.000755858	0.0733182	singletons	Singletons_in_ComplementCluster
YGR161C-D	3	437	5269	0.000569368	0.0829379	singletons	Singletons_in_ComplementCluster
YGR161W-A	1	97	1317	0.000759301	0.0736522	singletons	Singletons_in_ComplementCluster
YGR161W-B	3	430	5314	0.000564546	0.0809183	singletons	Singletons_in_ComplementCluster
YGR162W	2	312	2859	0.000699545	0.109129	WGD	WGD_in_WGDCluster
YGR163W	1	224	1026	0.000974659	0.218324	SSD	SSD_in_WGDCluster
YGR165W	1	171	1038	0.000963391	0.16474	singletons	Singletons_in_WGDCluster
YGR166W	1	307	1683	0.000594177	0.182412	singletons	Singletons_in_WGDCluster
YGR167W	1	232	702	0.0014245	0.330484	singletons	Singletons_in_WGDCluster
YGR169C	1	166	1215	0.000823045	0.136626	singletons	Singletons_in_WGDCluster
YGR170W	3	392	3417	0.000877963	0.114721	SSD	SSD_in_SSDCluster
YGR171C	1	389	1728	0.000578704	0.225116	SSD	SSD_in_SSDCluster
YGR172C	1	155	747	0.00133869	0.207497	singletons	Singletons_in_SSDCluster
YGR173W	3	299	1107	0.00271003	0.270099	SSD	SSD_in_SSDCluster
YGR174C	1	128	513	0.00194932	0.249513	singletons	Singletons_in_SSDCluster
YGR175C	1	272	1491	0.000670691	0.182428	singletons	Singletons_in_SSDCluster
YGR177C	1	506	1608	0.000621891	0.314677	SSD	SSD_in_SSDCluster
YGR178C	2	153	2169	0.000922084	0.0705394	singletons	Singletons_in_SSDCluster
