chr	TSS	TTS	Gene	.	strand	geneType	geneClusterType
chrIX	205631	206504	YIL082W	YIL082W	+	singletons	Singletons_in_WGDCluster
chrIX	205631	210354	YIL080W	YIL080W	+	singletons	Singletons_in_WGDCluster
chrIX	205631	210129	YIL082W-A	YIL082W-A	+	singletons	Singletons_in_WGDCluster
chrIX	210919	212002	YIL079C	AIR1	-	WGD	WGD_in_WGDCluster
chrIX	212495	214700	YIL078W	THS1	+	SSD	SSD_in_WGDCluster
chrIX	214987	215950	YIL077C	YIL077C	-	singletons	Singletons_in_WGDCluster
chrIX	216654	217545	YIL076W	SEC28	+	singletons	Singletons_in_WGDCluster
chrIX	217859	220697	YIL075C	RPN2	-	SSD	SSD_in_WGDCluster
chrIX	221077	222487	YIL074C	SER33	-	WGD	WGD_in_WGDCluster
chrIX	222933	225951	YIL073C	SPO22	-	singletons	Singletons_in_WGDCluster
chrIX	226598	228416	YIL072W	HOP1	+	singletons	Singletons_in_WGDCluster
chrIX	228546	229023	YIL071W-A	YIL071W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	228656	229991	YIL071C	PCI8	-	singletons	Singletons_in_WGDCluster
chrIX	230268	231069	YIL070C	MAM33	-	singletons	Singletons_in_WGDCluster
chrIX	231549	232366	YIL069C	RPS24B	-	singletons	Singletons_in_ComplementCluster
chrIX	233009	233393	YIL068W-A	YIL068W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	233053	235471	YIL068C	SEC6	-	singletons	Singletons_in_WGDCluster
chrIX	235720	237757	YIL067C	YIL067C	-	singletons	Singletons_in_WGDCluster
chrIX	237362	237806	YIL066W-A	YIL066W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	238095	240705	YIL066C	RNR3	-	WGD	WGD_in_WGDCluster
chrIX	241304	241772	YIL065C	FIS1	-	singletons	Singletons_in_WGDCluster
chrIX	241939	242713	YIL064W	EFM4	+	singletons	Singletons_in_WGDCluster
chrIX	242757	243741	YIL063C	YRB2	-	singletons	Singletons_in_WGDCluster
chrIX	243994	244459	YIL062C	ARC15	-	singletons	Singletons_in_WGDCluster
chrIX	244653	245556	YIL061C	SNP1	-	singletons	Singletons_in_WGDCluster
chrIX	246388	246823	YIL060W	YIL060W	+	singletons	Singletons_in_WGDCluster
chrIX	246546	246912	YIL059C	YIL059C	-	singletons	Singletons_in_WGDCluster
chrIX	246910	247195	YIL058W	YIL058W	+	singletons	Singletons_in_ComplementCluster
chrIX	247898	248393	YIL057C	RGI2	-	WGD	WGD_in_WGDCluster
chrIX	249988	251911	YIL056W	VHR1	+	WGD	WGD_in_WGDCluster
chrIX	252039	253923	YIL055C	YIL055C	-	singletons	Singletons_in_WGDCluster
chrIX	254540	254858	YIL054W	YIL054W	+	singletons	Singletons_in_WGDCluster
chrIX	255112	255865	YIL053W	YIL053W	+	WGD	WGD_in_WGDCluster
chrIX	256223	257061	YIL052C	RPL34B	-	singletons	Singletons_in_ComplementCluster
chrIX	257841	258279	YIL051C	MMF1	-	WGD	WGD_in_WGDCluster
chrIX	258911	259769	YIL050W	PCL7	+	WGD	WGD_in_WGDCluster
chrIX	260156	260918	YIL049W	DFG10	+	singletons	Singletons_in_ComplementCluster
chrIX	261435	264891	YIL048W	NEO1	+	singletons	Singletons_in_ComplementCluster
chrIX	265097	265466	YIL047C-A	YIL047C-A	-	singletons	Singletons_in_ComplementCluster
chrIX	265113	267822	YIL047C	SYG1	-	singletons	Singletons_in_ComplementCluster
chrIX	268307	268472	YIL046W-A	YIL046W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	268649	270572	YIL046W	MET30	+	SSD	SSD_in_SSDCluster
chrIX	271159	272776	YIL045W	PIG2	+	WGD	WGD_in_SSDCluster
chrIX	272948	273845	YIL044C	AGE2	-	SSD	SSD_in_SSDCluster
chrIX	274070	274925	YIL043C	CBR1	-	singletons	Singletons_in_SSDCluster
chrIX	275106	276291	YIL042C	PKP1	-	SSD	SSD_in_SSDCluster
chrIX	276523	277504	YIL041W	GVP36	+	SSD	SSD_in_SSDCluster
chrIX	277721	278138	YIL040W	APQ12	+	singletons	Singletons_in_SSDCluster
chrIX	278424	279846	YIL039W	TED1	+	singletons	Singletons_in_SSDCluster
chrIX	280140	282651	YIL038C	NOT3	-	SSD	SSD_in_SSDCluster
chrIX	283027	284998	YIL037C	PRM2	-	singletons	Singletons_in_SSDCluster
chrIX	285664	287428	YIL036W	CST6	+	WGD	WGD_in_SSDCluster
chrIX	287788	288907	YIL035C	CKA1	-	SSD	SSD_in_SSDCluster
chrIX	289224	290088	YIL034C	CAP2	-	singletons	Singletons_in_SSDCluster
chrIX	290417	291668	YIL033C	BCY1	-	singletons	Singletons_in_SSDCluster
chrIX	291959	292316	YIL032C	YIL032C	-	singletons	Singletons_in_ComplementCluster
chrIX	292631	295736	YIL031W	ULP2	+	SSD	SSD_in_SSDCluster
chrIX	295563	295902	YIL030W-A	YIL030W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	296048	300008	YIL030C	SSM4	-	singletons	Singletons_in_SSDCluster
chrIX	299733	300105	YIL029W-A	YIL029W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	300826	301255	YIL029C	YIL029C	-	SSD	SSD_in_SSDCluster
chrIX	302097	302496	YIL028W	YIL028W	+	singletons	Singletons_in_ComplementCluster
chrIX	303676	304102	YIL027C	YIL027C	-	singletons	Singletons_in_ComplementCluster
chrIX	304474	307927	YIL026C	IRR1	-	singletons	Singletons_in_ComplementCluster
chrIX	308198	308573	YIL025C	YIL025C	-	singletons	Singletons_in_ComplementCluster
chrIX	308599	309169	YIL024C	YIL024C	-	singletons	Singletons_in_ComplementCluster
chrIX	309383	310424	YIL023C	YKE4	-	singletons	Singletons_in_ComplementCluster
chrIX	311162	312458	YIL022W	TIM44	+	singletons	Singletons_in_ComplementCluster
chrIX	312902	313859	YIL021W	RPB3	+	SSD	SSD_in_SSDCluster
chrIX	313196	313466	YIL021C-A	YIL021C-A	-	singletons	Singletons_in_ComplementCluster
chrIX	313710	314049	YIL020C-A	YIL020C-A	-	singletons	Singletons_in_ComplementCluster
chrIX	314032	314818	YIL020C	HIS6	-	singletons	Singletons_in_ComplementCluster
chrIX	315090	316131	YIL019W	FAF1	+	singletons	Singletons_in_ComplementCluster
chrIX	316765	317930	YIL018W	RPL2B	+	singletons	Singletons_in_ComplementCluster
chrIX	318197	320963	YIL017C	VID28	-	singletons	Singletons_in_WGDCluster
chrIX	321451	321931	YIL016W	SNL1	+	singletons	Singletons_in_WGDCluster
chrIX	322339	324103	YIL015W	BAR1	+	singletons	Singletons_in_WGDCluster
chrIX	325209	325524	YIL014C-A	YIL014C-A	-	SSD	SSD_in_WGDCluster
chrIX	326100	327993	YIL014W	MNT3	+	WGD	WGD_in_SSDCluster
chrIX	328204	332440	YIL013C	PDR11	-	SSD	SSD_in_SSDCluster
chrIX	333008	333401	YIL012W	YIL012W	+	singletons	Singletons_in_SSDCluster
chrIX	333723	334533	YIL011W	TIR3	+	SSD	SSD_in_SSDCluster
chrIX	334878	335526	YIL010W	DOT5	+	singletons	Singletons_in_SSDCluster
chrIX	335662	336209	YIL009C-A	EST3	-	singletons	Singletons_in_SSDCluster
chrIX	339340	341425	YIL009W	FAA3	+	SSD	SSD_in_SSDCluster
chrIX	342532	342832	YIL008W	URM1	+	singletons	Singletons_in_SSDCluster
chrIX	342990	343653	YIL007C	NAS2	-	singletons	Singletons_in_SSDCluster
chrIX	344058	345180	YIL006W	YIA6	+	WGD	WGD_in_SSDCluster
chrIX	345688	347794	YIL005W	EPS1	+	singletons	Singletons_in_SSDCluster
chrIX	347942	348502	YIL004C	BET1	-	singletons	Singletons_in_ComplementCluster
chrIX	349118	350000	YIL003W	CFD1	+	SSD	SSD_in_SSDCluster
chrIX	350297	350507	YIL002W-A	YIL002W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	350587	353428	YIL002C	INP51	-	singletons	Singletons_in_ComplementCluster
chrIX	353936	355478	YIL001W	YIL001W	+	singletons	Singletons_in_ComplementCluster
chrIX	356139	356892	YIR001C	SGN1	-	singletons	Singletons_in_ComplementCluster
chrIX	357411	360393	YIR002C	MPH1	-	singletons	Singletons_in_ComplementCluster
chrIX	360881	362921	YIR003W	AIM21	+	singletons	Singletons_in_ComplementCluster
chrIX	363217	364516	YIR004W	DJP1	+	SSD	SSD_in_SSDCluster
chrIX	364885	365332	YIR005W	IST3	+	singletons	Singletons_in_SSDCluster
chrIX	365462	369905	YIR006C	PAN1	-	SSD	SSD_in_SSDCluster
chrIX	370700	372995	YIR007W	EGH1	+	singletons	Singletons_in_ComplementCluster
chrIX	373073	374303	YIR008C	PRI1	-	singletons	Singletons_in_ComplementCluster
chrIX	374521	374857	YIR009W	MSL1	+	singletons	Singletons_in_ComplementCluster
chrIX	375427	377158	YIR010W	DSN1	+	singletons	Singletons_in_ComplementCluster
chrIX	377283	378243	YIR011C	STS1	-	singletons	Singletons_in_ComplementCluster
chrIX	378482	379778	YIR012W	SQT1	+	singletons	Singletons_in_ComplementCluster
chrIX	380015	380381	YIR013C	GAT4	-	SSD	SSD_in_SSDCluster
chrIX	381082	381811	YIR014W	YIR014W	+	singletons	Singletons_in_SSDCluster
chrIX	381944	382379	YIR015W	RPR2	+	singletons	Singletons_in_SSDCluster
chrIX	382624	383422	YIR016W	YIR016W	+	WGD	WGD_in_SSDCluster
chrIX	383552	384116	YIR017C	MET28	-	singletons	Singletons_in_WGDCluster
chrIX	383562	384162	YIR017W-A	YIR017W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	384605	385343	YIR018W	YAP5	+	WGD	WGD_in_SSDCluster
chrIX	385560	385698	YIR018C-A	YIR018C-A	-	singletons	Singletons_in_ComplementCluster
chrIX	389568	393672	YIR019C	YIR019C	-	SSD	SSD_in_SSDCluster
chrIX	393880	397079	ICR1	ICR1	-	singletons	Singletons_in_ComplementCluster
chrIX	394251	394554	YIR020C	YIR020C	-	singletons	Singletons_in_ComplementCluster
chrIX	394913	395156	YIR020W-A	YIR020W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	395995	396936	PWR1	PWR1	+	singletons	Singletons_in_ComplementCluster
chrIX	397211	397946	YIR020C-B	YIR020C-B	-	singletons	Singletons_in_ComplementCluster
chrIX	397290	398382	YIR021W	MRS1	+	WGD	WGD_in_WGDCluster
chrIX	398510	398723	YIR021W-A	YIR021W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	398729	399233	YIR022W	SEC11	+	singletons	Singletons_in_ComplementCluster
chrIX	399773	402686	YIR023W	DAL81	+	singletons	Singletons_in_ComplementCluster
chrIX	402379	402703	YIR023C-A	YIR023C-A	-	singletons	Singletons_in_ComplementCluster
chrIX	402837	403488	YIR024C	YIR024C	-	singletons	Singletons_in_ComplementCluster
chrIX	403655	404762	YIR025W	MND2	+	singletons	Singletons_in_ComplementCluster
chrIX	404869	405964	YIR026C	YVH1	-	singletons	Singletons_in_ComplementCluster
chrIX	406256	407639	YIR027C	DAL1	-	singletons	Singletons_in_ComplementCluster
chrIX	408464	410372	YIR028W	DAL4	+	SSD	SSD_in_SSDCluster
chrIX	410803	411835	YIR029W	DAL2	+	singletons	Singletons_in_SSDCluster
chrIX	412032	412767	YIR030C	DCG1	-	singletons	Singletons_in_SSDCluster
chrIX	412895	413279	YIR030W-A	YIR030W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	413011	414676	YIR031C	DAL7	-	SSD	SSD_in_SSDCluster
chrIX	415026	415614	YIR032C	DAL3	-	singletons	Singletons_in_SSDCluster
chrIX	416120	419462	YIR033W	MGA2	+	WGD	WGD_in_SSDCluster
chrIX	419611	420733	YIR034C	LYS1	-	singletons	Singletons_in_WGDCluster
chrIX	421022	421787	YIR035C	YIR035C	-	SSD	SSD_in_WGDCluster
chrIX	422070	422862	YIR036C	IRC24	-	SSD	SSD_in_WGDCluster
chrIX	422631	423033	YIR036W-A	YIR036W-A	+	singletons	Singletons_in_ComplementCluster
chrIX	423124	423616	YIR037W	HYR1	+	WGD	WGD_in_SSDCluster
chrIX	423805	424510	YIR038C	GTT1	-	singletons	Singletons_in_ComplementCluster
chrIX	430493	432107	YIR039C	YPS6	-	singletons	Singletons_in_ComplementCluster
chrIX	433384	433717	YIR040C	YIR040C	-	singletons	Singletons_in_ComplementCluster
chrIX	433924	434299	YIR041W	PAU15	+	singletons	Singletons_in_ComplementCluster
chrIX	435269	435980	YIR042C	YIR042C	-	singletons	Singletons_in_ComplementCluster
chrIX	437039	437732	YIR043C	YIR043C	-	singletons	Singletons_in_ComplementCluster
chrIX	437990	438176	YIR044C	YIR044C	-	singletons	Singletons_in_ComplementCluster
chrM	3951	4338	Q0010	Q0010	+	singletons	Singletons_in_ComplementCluster
chrM	4253	4415	Q0017	Q0017	+	singletons	Singletons_in_ComplementCluster
chrM	6545	8194	15S_rRNA		+	singletons	Singletons_in_ComplementCluster
chrM	11666	11957	Q0032	Q0032	+	singletons	Singletons_in_ComplementCluster
chrM	13817	23167	Q0070	AI5_ALPHA	+	singletons	Singletons_in_ComplementCluster
chrM	13817	19996	Q0060	AI3	+	singletons	Singletons_in_ComplementCluster
chrM	13817	16322	Q0050	AI1	+	singletons	Singletons_in_ComplementCluster
chrM	13817	18830	Q0055	AI2	+	singletons	Singletons_in_ComplementCluster
chrM	13817	26701	Q0045	COX1	+	singletons	Singletons_in_ComplementCluster
chrM	13817	21935	Q0065	AI4	+	singletons	Singletons_in_ComplementCluster
chrM	24155	25255	Q0075	AI5_BETA	+	singletons	Singletons_in_ComplementCluster
chrM	27665	27812	Q0080	ATP8	+	singletons	Singletons_in_ComplementCluster
chrM	28486	29266	Q0085	ATP6	+	singletons	Singletons_in_ComplementCluster
chrM	30873	31014	Q0092	Q0092	+	singletons	Singletons_in_ComplementCluster
chrM	36539	40265	Q0115	BI3	+	singletons	Singletons_in_ComplementCluster
chrM	36539	42251	Q0120	BI4	+	singletons	Singletons_in_ComplementCluster
chrM	36539	38579	Q0110	BI2	+	singletons	Singletons_in_ComplementCluster
chrM	36539	43647	Q0105	COB	+	singletons	Singletons_in_ComplementCluster
chrM	46722	46953	Q0130	OLI1	+	singletons	Singletons_in_ComplementCluster
chrM	48900	50097	Q0140	VAR1	+	singletons	Singletons_in_ComplementCluster
chrM	51051	51228	Q0142	Q0142	+	singletons	Singletons_in_ComplementCluster
chrM	51276	51429	Q0143	Q0143	+	singletons	Singletons_in_ComplementCluster
chrM	54108	54438	Q0144	Q0144	+	singletons	Singletons_in_ComplementCluster
chrM	58008	62447	21S_rRNA		+	singletons	Singletons_in_ComplementCluster
chrM	61021	61729	Q0160	SCEI	+	singletons	Singletons_in_ComplementCluster
chrM	65769	66174	Q0182	Q0182	+	singletons	Singletons_in_ComplementCluster
chrM	73757	74513	Q0250	COX2	+	singletons	Singletons_in_ComplementCluster
chrM	74494	75984	Q0255	Q0255	+	singletons	Singletons_in_ComplementCluster
chrM	79212	80022	Q0275	COX3	+	singletons	Singletons_in_ComplementCluster
chrM	85294	85777	RPM1	RPM1	+	singletons	Singletons_in_ComplementCluster
chrM	85553	85709	Q0297	Q0297	+	singletons	Singletons_in_ComplementCluster
chrV	263	4097	YEL077C	YEL077C	-	singletons	Singletons_in_ComplementCluster
chrV	952	1612	YEL077W-A	YEL077W-A	+	singletons	Singletons_in_ComplementCluster
chrV	4184	5114	YEL076C-A	YEL076C-A	-	SSD	SSD_in_SSDCluster
chrV	4463	5114	YEL076C	YEL076C	-	singletons	Singletons_in_SSDCluster
chrV	4869	5481	YEL075W-A	YEL075W-A	+	singletons	Singletons_in_ComplementCluster
chrV	5344	5713	YEL075C	YEL075C	-	SSD	SSD_in_SSDCluster
chrV	6125	6464	YEL074W	YEL074W	+	singletons	Singletons_in_ComplementCluster
chrV	7229	7553	YEL073C	YEL073C	-	singletons	Singletons_in_ComplementCluster
chrV	13719	14415	YEL072W	RMD6	+	singletons	Singletons_in_ComplementCluster
chrV	16354	17845	YEL071W	DLD3	+	SSD	SSD_in_SSDCluster
chrV	19588	21097	YEL070W	DSF1	+	SSD	SSD_in_SSDCluster
chrV	21536	23231	YEL069C	HXT13	-	SSD	SSD_in_SSDCluster
chrV	25645	25978	YEL068C	YEL068C	-	singletons	Singletons_in_SSDCluster
chrV	26188	26776	YEL067C	YEL067C	-	singletons	Singletons_in_ComplementCluster
chrV	26666	27206	YEL066W	YEL066W	+	SSD	SSD_in_SSDCluster
chrV	27656	29543	YEL065W	SIT1	+	singletons	Singletons_in_SSDCluster
chrV	29796	31239	YEL064C	AVT2	-	singletons	Singletons_in_SSDCluster
chrV	31693	33466	YEL063C	CAN1	-	WGD	WGD_in_SSDCluster
chrV	34406	36254	YEL062W	NPR2	+	singletons	Singletons_in_WGDCluster
chrV	36534	39537	YEL061C	CIN8	-	SSD	SSD_in_WGDCluster
chrV	40045	41953	YEL060C	PRB1	-	WGD	WGD_in_SSDCluster
chrV	42399	42624	YEL059C-A	SOM1	-	singletons	Singletons_in_SSDCluster
chrV	42651	42960	YEL059W	HHY1	+	singletons	Singletons_in_SSDCluster
chrV	43251	44925	YEL058W	PCM1	+	singletons	Singletons_in_SSDCluster
chrV	45019	45721	YEL057C	SDD1	-	singletons	Singletons_in_SSDCluster
chrV	47167	48373	YEL056W	HAT2	+	SSD	SSD_in_SSDCluster
chrV	48470	51539	YEL055C	POL5	-	singletons	Singletons_in_ComplementCluster
chrV	52149	52320	snR80		-	singletons	Singletons_in_ComplementCluster
chrV	52720	53218	YEL054C	RPL12A	-	WGD	WGD_in_WGDCluster
chrV	52907	53255	YEL053W-A	YEL053W-A	+	singletons	Singletons_in_ComplementCluster
chrV	53900	56102	YEL053C	MAK10	-	singletons	Singletons_in_ComplementCluster
chrV	56570	58100	YEL052W	AFG1	+	singletons	Singletons_in_ComplementCluster
chrV	58377	59148	YEL051W	VMA8	+	singletons	Singletons_in_ComplementCluster
chrV	59548	59740	YEL050W-A	YEL050W-A	+	singletons	Singletons_in_ComplementCluster
chrV	59669	60851	YEL050C	RML2	-	singletons	Singletons_in_ComplementCluster
chrV	61351	61433	snR67		+	singletons	Singletons_in_ComplementCluster
chrV	61698	61789	snR53		+	singletons	Singletons_in_ComplementCluster
chrV	63727	64090	YEL049W	PAU2	+	SSD	SSD_in_SSDCluster
chrV	64708	65167	YEL048C	TCA17	-	singletons	Singletons_in_SSDCluster
chrV	65384	66797	YEL047C	YEL047C	-	WGD	WGD_in_SSDCluster
chrV	67628	68792	YEL046C	GLY1	-	singletons	Singletons_in_WGDCluster
chrV	68839	69265	YEL045C	YEL045C	-	singletons	Singletons_in_ComplementCluster
chrV	69756	70257	YEL044W	IES6	+	singletons	Singletons_in_WGDCluster
chrV	70477	73348	YEL043W	YEL043W	+	singletons	Singletons_in_WGDCluster
chrV	73770	75327	YEL042W	GDA1	+	SSD	SSD_in_WGDCluster
chrV	75943	77431	YEL041W	YEF1	+	WGD	WGD_in_SSDCluster
chrV	78052	79456	YEL040W	UTR2	+	SSD	SSD_in_WGDCluster
chrV	79635	79977	YEL039C	CYC7	-	WGD	WGD_in_SSDCluster
chrV	80461	81145	YEL038W	UTR4	+	singletons	Singletons_in_WGDCluster
chrV	81406	82603	YEL037C	RAD23	-	singletons	Singletons_in_WGDCluster
chrV	83049	84552	YEL036C	ANP1	-	SSD	SSD_in_WGDCluster
chrV	85044	85545	YEL035C	UTR5	-	singletons	Singletons_in_ComplementCluster
chrV	85612	86215	YEL034C-A	YEL034C-A	-	singletons	Singletons_in_ComplementCluster
chrV	85675	86149	YEL034W	HYP2	+	WGD	WGD_in_SSDCluster
chrV	86178	86598	YEL033W	MTC7	+	singletons	Singletons_in_WGDCluster
chrV	86936	89852	YEL032W	MCM3	+	singletons	Singletons_in_WGDCluster
chrV	87039	87201	YEL032C-A	YEL032C-A	-	singletons	Singletons_in_ComplementCluster
chrV	90257	93905	YEL031W	SPF1	+	SSD	SSD_in_WGDCluster
chrV	94582	94897	YEL030C-A	YEL030C-A	-	singletons	Singletons_in_ComplementCluster
chrV	94643	96578	YEL030W	ECM10	+	WGD	WGD_in_SSDCluster
chrV	96857	97796	YEL029C	BUD16	-	SSD	SSD_in_WGDCluster
chrV	98667	99129	YEL028W	YEL028W	+	singletons	Singletons_in_WGDCluster
chrV	100768	101251	YEL027W	VMA3	+	SSD	SSD_in_WGDCluster
chrV	101942	102323	YEL026W	SNU13	+	SSD	SSD_in_WGDCluster
chrV	102580	106147	YEL025C	YEL025C	-	WGD	WGD_in_WGDCluster
chrV	107259	107907	YEL024W	RIP1	+	singletons	Singletons_in_WGDCluster
chrV	108503	110552	YEL023C	YEL023C	-	singletons	Singletons_in_WGDCluster
chrV	111420	115800	YEL022W	GEA2	+	WGD	WGD_in_WGDCluster
chrV	116166	116970	YEL021W	URA3	+	singletons	Singletons_in_WGDCluster
chrV	117182	117380	YEL020C-B	YEL020C-B	-	singletons	Singletons_in_ComplementCluster
chrV	117210	117474	YEL020W-A	TIM9	+	singletons	Singletons_in_ComplementCluster
chrV	117666	118035	RPR1	RPR1	-	singletons	Singletons_in_ComplementCluster
chrV	118616	120299	YEL020C	PXP1	-	SSD	SSD_in_WGDCluster
chrV	120497	121301	YEL019C	MMS21	-	singletons	Singletons_in_WGDCluster
chrV	121454	121988	YEL018C-A	YEL018C-A	-	singletons	Singletons_in_ComplementCluster
chrV	121470	122310	YEL018W	EAF5	+	singletons	Singletons_in_WGDCluster
chrV	122797	122929	YEL017C-A	PMP2	-	WGD	WGD_in_SSDCluster
chrV	123656	124670	YEL017W	GTT3	+	singletons	Singletons_in_WGDCluster
chrV	124736	126218	YEL016C	NPP2	-	WGD	WGD_in_SSDCluster
chrV	126628	128284	YEL015W	EDC3	+	singletons	Singletons_in_SSDCluster
chrV	128302	128608	YEL014C	YEL014C	-	singletons	Singletons_in_ComplementCluster
chrV	128824	130561	YEL013W	VAC8	+	SSD	SSD_in_SSDCluster
chrV	131771	132551	YEL012W	UBC8	+	singletons	Singletons_in_ComplementCluster
chrV	133119	135234	YEL011W	GLC3	+	singletons	Singletons_in_ComplementCluster
chrV	136278	136629	YEL010W	YEL010W	+	singletons	Singletons_in_ComplementCluster
chrV	136370	136778	YEL009C-A	YEL009C-A	-	singletons	Singletons_in_ComplementCluster
chrV	138917	139763	YEL009C	GCN4	-	singletons	Singletons_in_ComplementCluster
chrV	140511	140892	YEL008W	YEL008W	+	singletons	Singletons_in_ComplementCluster
chrV	140725	140818	YEL008C-A	YEL008C-A	-	singletons	Singletons_in_ComplementCluster
chrV	141890	143891	YEL007W	MIT1	+	WGD	WGD_in_WGDCluster
chrV	144325	145333	YEL006W	YEA6	+	WGD	WGD_in_WGDCluster
chrV	145905	146754	YEL005C	VAB2	-	singletons	Singletons_in_WGDCluster
chrV	146949	147978	YEL004W	YEA4	+	singletons	Singletons_in_WGDCluster
chrV	148174	148598	YEL003W	GIM4	+	singletons	Singletons_in_ComplementCluster
chrV	148720	150013	YEL002C	WBP1	-	singletons	Singletons_in_WGDCluster
chrV	150299	150977	YEL001C	IRC22	-	singletons	Singletons_in_WGDCluster
chrV	153518	155807	YER001W	MNN1	+	WGD	WGD_in_WGDCluster
chrV	156801	157497	YER002W	NOP16	+	singletons	Singletons_in_ComplementCluster
chrV	157734	159117	YER003C	PMI40	-	singletons	Singletons_in_ComplementCluster
chrV	159578	160274	YER004W	FMP52	+	singletons	Singletons_in_ComplementCluster
chrV	160548	162441	YER005W	YND1	+	SSD	SSD_in_SSDCluster
chrV	162721	164284	YER006W	NUG1	+	SSD	SSD_in_SSDCluster
chrV	164342	164660	YER006C-A	YER006C-A	-	singletons	Singletons_in_ComplementCluster
chrV	164525	166082	YER007W	PAC2	+	singletons	Singletons_in_ComplementCluster
chrV	166235	166884	YER007C-A	TMA20	-	singletons	Singletons_in_ComplementCluster
chrV	167425	167585	snR14		-	singletons	Singletons_in_ComplementCluster
chrV	167806	171817	YER008C	SEC3	-	singletons	Singletons_in_ComplementCluster
chrV	172113	172491	YER009W	NTF2	+	singletons	Singletons_in_ComplementCluster
chrV	172632	173337	YER010C	YER010C	-	singletons	Singletons_in_ComplementCluster
chrV	175246	176011	YER011W	TIR1	+	SSD	SSD_in_SSDCluster
chrV	177833	178430	YER012W	PRE1	+	singletons	Singletons_in_SSDCluster
chrV	178839	182277	YER013W	PRP22	+	SSD	SSD_in_SSDCluster
chrV	182598	184218	YER014W	HEM14	+	singletons	Singletons_in_SSDCluster
chrV	183729	184699	YER014C-A	BUD25	-	singletons	Singletons_in_ComplementCluster
chrV	184539	186774	YER015W	FAA2	+	singletons	Singletons_in_SSDCluster
chrV	188275	189310	YER016W	BIM1	+	singletons	Singletons_in_SSDCluster
chrV	189501	191787	YER017C	AFG3	-	SSD	SSD_in_SSDCluster
chrV	191957	192623	YER018C	SPC25	-	singletons	Singletons_in_SSDCluster
chrV	192795	194229	YER019W	ISC1	+	singletons	Singletons_in_SSDCluster
chrV	194271	194538	YER019C-A	SBH2	-	SSD	SSD_in_SSDCluster
chrV	195166	196516	YER020W	GPA2	+	SSD	SSD_in_SSDCluster
chrV	196946	198518	YER021W	RPN3	+	singletons	Singletons_in_SSDCluster
chrV	198810	200874	YER022W	SRB4	+	singletons	Singletons_in_SSDCluster
chrV	201074	201935	YER023W	PRO3	+	singletons	Singletons_in_SSDCluster
chrV	201520	201733	YER023C-A	YER023C-A	-	singletons	Singletons_in_ComplementCluster
chrV	202190	204962	YER024W	YAT2	+	SSD	SSD_in_SSDCluster
chrV	205249	206833	YER025W	GCD11	+	singletons	Singletons_in_ComplementCluster
chrV	207642	208473	YER026C	CHO1	-	singletons	Singletons_in_ComplementCluster
chrV	208977	210231	YER027C	GAL83	-	WGD	WGD_in_WGDCluster
chrV	210690	211875	YER028C	MIG3	-	WGD	WGD_in_WGDCluster
chrV	212585	213176	YER029C	SMB1	-	singletons	Singletons_in_WGDCluster
chrV	213435	213897	YER030W	CHZ1	+	singletons	Singletons_in_WGDCluster
chrV	214074	214746	YER031C	YPT31	-	WGD	WGD_in_WGDCluster
chrV	215061	217692	YER032W	FIR1	+	singletons	Singletons_in_WGDCluster
chrV	218055	221286	YER033C	ZRG8	-	singletons	Singletons_in_WGDCluster
chrV	221844	222402	YER034W	YER034W	+	singletons	Singletons_in_WGDCluster
chrV	222637	223075	YER035W	EDC2	+	WGD	WGD_in_WGDCluster
chrV	223365	225198	YER036C	ARB1	-	SSD	SSD_in_WGDCluster
