NoPair	geneNameA	chromA	startA	endA	strandA	distTelomerA	distCentromereA	distanceARSA	Nucleosome_Neigh_geneA	geneNameB	chromB	startB	endB	strandB	distTelomerB	distCentromereB	distanceARSB	Chrom_Dist	Type	nucCor_prom	nucCor_SEQ	Jaccard_tf	dist	nameA	nameB	Distance_a_b_corrected	ACS	Ranking	Nucleosome_Neigh_geneB	PairRank	PairACS	NumA	NeighbA_ACS	NeighbA_Rank	NumB	NeighbB_ACS	NeighbB_Rank
743	YDR151C	chrIV	764175	765153	-	0.498835	0.289849	10780	-0.032858438433421	YLR136C	chrXII	415801	416659	-	0.385653	0.28487	2905	DIFF	WGD	0.48024948	0.4594157	0.0714285714	NA	CTH1	TIS11	0.3812409555	1.7	588	0.00622848162288085	588	1.7	104	1.20288461538462	2147.71153846154	107	1.20093457943925	2123.46728971963
744	YDR178W	chrIV	817947	818493	+	0.465707	0.339587	11673	0.00139490439875428	YLR164W	chrXII	493884	494391	+	0.458074	0.369173	18478	DIFF	WGD	-0.265542502	-0.1559649	0.3548387097	NA	SDH4	SHH4	0.3834082977	1.3	2436	0.0778067468498076	2436	1.3	110	1.44181818181818	1480.5	56	0.975	2800.23214285714
169	YDR182W-A	chrIV	829148	829352	+	0.458619	0.349948	22874	-0.0763514710186661	YMR034C	chrXIII	339416	340721	-	0.367163	0.107234	30256	DIFF	SSD	-0.4677072	-0.2156112	0	NA	YMR034C	0.87	NA	NA	NA	-0.034544488735724	NA	NA	72	1.13888888888889	2244.44444444444	84	1.10952380952381	2132.79761904762
745	YDR185C	chrIV	831931	832471	-	0.456583	0.352522	25657	-0.0588094160751962	YLR168C	chrXII	499579	500272	-	0.463356	0.375321	12597	DIFF	WGD	-0.185397035	-0.1037123	0.1111111111	NA	UPS3	UPS2	0.0980448944	0.9	313	0.0798114227991451	313	0.9	72	1.16388888888889	2352.625	90	1.06888888888889	2355.8
170	YDR189W	chrIV	838389	840390	+	0.451414	0.358496	32115	0.190943360849817	YGL095C	chrVII	328876	330610	-	0.301459	0.331924	22088	DIFF	SSD	-0.1873172	-0.1489924	0.2142857143	NA	SLY1	VPS45	0.2737614813	1.8	223	-0.0934240558072988	223	1.8	110	1.14909090909091	2287.57272727273	90	1.58666666666667	1490.67777777778
171	YDR190C	chrIV	840601	841993	-	0.450367	0.360542	34327	0.0599658922621217	YPL235W	chrXVI	103231	104647	+	0.108886	0.808352	11859	DIFF	SSD	-0.2182179	-0.1183698	0.1851851852	NA	RVB1	RVB2	NA	2.7	163	0.0375732293405475	163	2.7	90	1.10888888888889	2329.5	110	1.36181818181818	2042.57272727273
746	YDR200C	chrIV	854276	856091	-	0.441164	0.373191	42957	0.14387216716406	YLR238W	chrXII	614756	616193	+	0.428485	0.499672	7007	DIFF	WGD	0.518751376	0.4107998	0.1666666667	NA	VPS64	FAR10	0.1381121467	2	40	0.230179033464155	40	2	110	1.30545454545455	1751.2	106	0.94811320754717	2842.01886792453
747	YDR206W	chrIV	862051	864706	+	0.435541	0.380383	34342	-0.05572794154126	YLR233C	chrXII	607426	609526	-	0.434669	0.491758	4270	DIFF	WGD	-0.367883604	-0.210042	0.125	NA	EBS1	EST1	0.1301563445	1.3	1717	0.146839531388966	1717	1.3	90	1.21777777777778	2131.68888888889	110	0.92	2656.54545454545
748	YDR213W	chrIV	889748	892490	+	0.417404	0.406002	6558	0.342183987862111	YLR228C	chrXII	600020	602465	-	0.441218	0.483762	476	DIFF	WGD	-0.141844083	-0.05228407	0.1739130435	NA	UPC2	ECM22	0.1121296731	1.6	55	-0.0243351489004488	55	1.6	56	1.26428571428571	1964.375	72	1.025	2615.01388888889
749	YDR222W	chrIV	910050	911298	+	0.405127	0.424781	2489	-0.019806914045127	YLR225C	chrXII	587696	588920	-	0.453781	0.470457	14021	DIFF	WGD	-0.206140351	-0.01960784	0.1333333333	NA	YDR222W	YLR225C	0.1370789358	0.6	4808	0.0581217860534067	4808	0.6	107	1.22429906542056	2562.88785046729	56	1.45	1552.89285714286
750	YDR223W	chrIV	912095	913499	+	0.40369	0.426673	288	0.0495934171011279	YLR223C	chrXII	582234	585492	-	0.45696	0.464559	17449	DIFF	WGD	-0.074501116	-0.1189778	0.1666666667	NA	CRF1	IFH1	NA	3.7	446	-0.0014091940168784	446	3.7	108	1.23055555555556	2575.96296296296	72	1.36666666666667	1962.13888888889
172	YDR224C	chrIV	914313	914709	-	0.4029	0.428724	279	-0.0834919185215175	YBL002W	chrII	236494	236890	+	0.290827	0.00132875	38020	DIFF	SSD	0.3753438	0.2447769	0.2916666667	NA	HTB1	HTB2	NA	4.6	2	0.0818438580647816	2	4.6	108	1.24722222222222	2545.72222222222	72	1.49166666666667	1824.97222222222
173	YDR225W	chrIV	915526	915925	+	0.402106	0.429846	1492	0.0154138003353458	YBL003C	chrII	235396	235795	-	0.289477	0.00590415	36922	DIFF	SSD	-0.1161314	-0.1639025	0.2	NA	HTA1	HTA2	NA	4.9	1	-0.0414442810948516	1	4.9	107	1.08598130841121	2937.57009345794	56	1.53214285714286	1857.28571428571
174	YDR226W	chrIV	916482	917151	+	0.401306	0.430731	2448	0.0749010029910285	YER170W	chrV	525968	526646	+	0.0870614	0.879886	4944	DIFF	SSD	0.4103647	0.3847691	0.1904761905	NA	ADK1	ADK2	0.5272976385	1.5	1454	0.194005528876758	1454	1.5	108	1.25092592592593	2599.30555555556	80	1.4325	1193.4375
175	YDR234W	chrIV	931125	933207	+	0.390825	0.444275	9190	-0.0185326654930205	YGL009C	chrVII	476317	478657	-	0.436609	0.034664	6278	DIFF	SSD	0.2809757	0.140028	0.2068965517	NA	LYS4	LEU1	NA	2.1	304	-0.0232720896648491	304	2.1	110	1.20727272727273	2358.9	64	1.13125	2343.359375
176	YDR238C	chrIV	937891	940813	-	0.38586	0.450534	15956	-0.00833056689076125	YNL287W	chrXIV	91993	94801	+	0.117288	0.846133	1446	DIFF	SSD	-0.03609223	-0.0251233	0.0952380952	NA	SEC26	SEC21	0.144272237	2.7	2	-0.0254717579451082	2	2.7	110	1.20909090909091	2047.49090909091	56	1.36785714285714	1864.03571428571
177	YDR244W	chrIV	950559	952398	+	0.378297	0.462251	28624	0.0633167776070078	YMR018W	chrXIII	310206	311751	+	0.335565	0.0626572	23140	DIFF	SSD	-0.1209944	0.02551552	0.1515151515	NA	PEX5	YMR018W	NA	0.8	4995	-0.0542469718302871	4995	0.8	90	1.12	2310.14444444444	90	1.36222222222222	1795.72222222222
751	YDR247W	chrIV	956009	957395	+	0.375035	0.467293	34074	-0.0585975705593501	YPL026C	chrXVI	500672	502181	-	0.470308	0.0947398	9441	DIFF	WGD	-0.207514339	-0.153434	0.1363636364	NA	VHS1	SKS1	0.5129095372	1.5	890	0.092428624581775	890	1.5	90	1.07111111111111	2320.83333333333	110	1.23818181818182	1872.39090909091
752	YDR251W	chrIV	960610	963103	+	0.371309	0.471548	38675	-0.0242436731012901	YPL032C	chrXVI	488884	491362	-	0.48172	0.114161	20260	DIFF	WGD	-0.18244229	-0.1665429	0.1538461538	NA	PAM1	SVL3	0.2029950727	1.4	1766	-0.0465686086191938	1766	1.4	90	1.18888888888889	1792.75555555556	110	1.12727272727273	2473.27272727273
753	YDR252W	chrIV	963408	963858	+	0.370817	0.474136	41473	0.0578345358225678	YPL037C	chrXVI	481424	481898	-	0.491702	0.13115	24618	DIFF	WGD	-0.031606977	-0.008659156	0.2307692308	NA	BTT1	EGD1	0.7098160329	1	3975	0.0648068060738863	3975	1	110	1.16909090909091	1966.70909090909	90	0.922222222222222	2783.18888888889
754	YDR253C	chrIV	963986	964562	-	0.370357	0.474671	42051	0.0340544904400386	YPL038W	chrXVI	480531	481065	+	0.492581	0.132645	23725	DIFF	WGD	0.006904602	0.002259052	0	NA	MET32	MET31	0.1624446299	1.2	2030	0.134415705480708	2030	1.2	110	1.20909090909091	1904.45454545455	90	0.926666666666667	2704.82222222222
178	YDR256C	chrIV	968129	969677	-	0.367018	0.478503	46194	-0.0804710162158939	YGR088W	chrVII	654637	656326	+	0.398389	0.264121	3487	DIFF	SSD	-0.07586929	-0.1102636	0.2068965517	NA	CTA1	CTT1	0.0987721092	1.9	153	0.00401792396772682	153	1.9	110	1.52363636363636	1104.02727272727	110	1.32909090909091	2070.08181818182
755	YDR259C	chrIV	974627	975779	-	0.363035	0.484514	40852	0.00552606002129468	YOR028C	chrXV	383532	384420	-	0.351449	0.0731168	46004	DIFF	WGD	-0.177028335	-0.1344911	0.15	NA	YAP6	CIN5	0.1874418766	1.7	40	-0.0288575174306542	40	1.7	56	1.52142857142857	1323.21428571429	72	1.20555555555556	1798.08333333333
756	YDR263C	chrIV	994238	995531	-	0.350141	0.502654	21100	0.00572707050864086	YOR033C	chrXV	392415	394524	-	0.359589	0.08475	42052	DIFF	WGD	0.418250956	0.5252976	0.0714285714	NA	DIN7	EXO1	0.115774314	1.8	52	-0.032526398345493	52	1.8	40	1.3	1946.95	56	1.42142857142857	1444.14285714286
757	YDR264C	chrIV	996025	998320	-	0.348321	0.504307	18311	0.0651794083817859	YOR034C	chrXV	394836	397086	-	0.361807	0.0879206	39490	DIFF	WGD	NA	-0.1052423	0.25	NA	AKR1	AKR2	0.3231315448	1.8	248	-0.00128124803092026	248	1.8	53	1.13396226415094	2274.77358490566	56	1.64285714285714	904.178571428571
179	YDR270W	chrIV	1005671	1008686	+	0.341554	0.513229	7945	-0.0421612019756791	YBR295W	chrII	792842	796493	+	0.0205183	0.964564	35180	DIFF	SSD	-0.1336306	-0.1241632	0.1935483871	NA	CCC2	PCA1	NA	1.7	447	0.101005933936578	447	1.7	106	1.1122641509434	2247.37735849057	70	1.54142857142857	1022.01428571429
758	YDR272W	chrIV	1009006	1009831	+	0.340807	0.516314	6800	0.0129317963664585	YOR040W	chrXV	407063	407921	+	0.373011	0.103933	28655	DIFF	WGD	-0.075869286	0.002259052	0.1538461538	NA	GLO2	GLO4	0.1571591529	2.1	345	0.110087974171481	345	2.1	107	1.16448598130841	2125.32710280374	72	1.63055555555556	1264.68055555556
759	YDR273W	chrIV	1010172	1011270	+	0.339867	0.517393	5361	0.0175152760170651	YOR042W	chrXV	408424	409660	+	0.374258	0.105716	26916	DIFF	WGD	-0.277715513	-0.1975176	0.0952380952	NA	DON1	CUE5	0.3162579289	1.7	590	0.0808950986199158	590	1.7	110	1.06909090909091	2225.64545454545	72	1.375	2014.30555555556
760	YDR277C	chrIV	1014397	1015699	-	0.336976	0.521301	932	-0.0318426653812578	YOR047C	chrXV	416347	417682	-	0.381519	0.116092	18894	DIFF	WGD	0.102389091	0.07462028	0.1052631579	NA	MTH1	STD1	0.2636224375	1.4	848	-0.0144154128100629	848	1.4	110	1.13636363636364	2249.32727272727	90	1.43777777777778	1891.92222222222
180	YDR283C	chrIV	1025066	1030046	-	0.327611	0.531169	8139	0.0147781063959622	YPR033C	chrXVI	637375	639016	-	0.325977	0.205384	3257	DIFF	SSD	-0.2452557	-0.1372527	0.125	NA	GCN2	HTS1	0.2307088982	1	3900	-0.0441038549609036	3900	1	110	1.12727272727273	2374.19090909091	98	1.38775510204082	1495.79591836735
181	YDR287W	chrIV	1035991	1036870	+	0.323156	0.541275	19064	0.108513676093621	YHR046C	chrVIII	197390	198278	-	0.350826	0.198903	14444	DIFF	SSD	-0.03950104	0.02497735	0.2413793103	NA	INM2	INM1	0.030852791	1.1	3223	0.208807579090127	3223	1.1	110	1.31272727272727	1554.60909090909	110	1.29272727272727	1750.69090909091
182	YDR293C	chrIV	1045636	1049389	-	0.314984	0.550196	8446	0.0343371590373018	YOL021C	chrXV	282421	285427	-	0.258796	0.122544	4643	DIFF	SSD	-0.5125162	-0.2269152	0.1538461538	NA	SSD1	DIS3	0.1210582287	1	3604	0.101762735264976	3604	1	110	1.40727272727273	1673.03636363636	90	1.17333333333333	2399.86666666667
761	YDR300C	chrIV	1061501	1062788	-	0.306237	0.564871	3420	0.179461309804649	YHR033W	chrVIII	175540	176812	+	0.311992	0.15098	6766	DIFF	WGD	0.007006956	-0.07051027	0.2666666667	NA	PRO1	YHR033W	NA	0.3	6091	0.118159660276408	6091	0.3	110	1.51818181818182	1478.77272727273	69	1.07536231884058	2289.27536231884
762	YDR303C	chrIV	1068725	1071383	-	0.300627	0.571553	10644	-0.0281051162522262	YHR056C	chrVIII	215184	217836	-	0.382452	0.23793	0	DIFF	WGD	-0.247401247	-0.1447076	0.3181818182	NA	RSC3	RSC30	0.1749544231	1.5	1441	0.110226099411877	1441	1.5	110	1.29272727272727	2133.23636363636	57	1.57543859649123	1422.71929824561
763	YDR304C	chrIV	1071876	1072554	-	0.299862	0.574468	13795	0.249129220183168	YHR057C	chrVIII	218227	218845	-	0.387861	0.244605	3043	DIFF	WGD	0.463713017	0.3392701	0.125	NA	CPR5	CPR2	0.1486176437	1.7	398	0.188031505299703	398	1.7	110	1.26181818181818	2226.31818181818	56	1.42678571428571	1216.66071428571
764	YDR309C	chrIV	1079044	1080196	-	0.294874	0.581098	20963	-0.0579413775783112	YHR061C	chrVIII	221535	222480	-	0.39374	0.25186	6351	DIFF	WGD	0.227545514	0.2564862	0.2173913043	NA	GIC2	GIC1	0.088603652	1.5	872	0.147670677393183	872	1.5	110	1.16	2336.86363636364	72	1.68611111111111	1090.45833333333
765	YDR312W	chrIV	1087578	1088940	+	0.289166	0.588992	21022	0.249160663455379	YHR066W	chrVIII	229336	230698	+	0.407605	0.26897	14152	DIFF	WGD	NA	0.2490965	0.2941176471	NA	SSF2	SSF1	NA	3.8	1	0.128023051861821	1	3.8	90	1.31111111111111	1806.94444444444	72	2.31805555555556	618.791666666667
183	YDR314C	chrIV	1090430	1092509	-	0.286836	0.59163	17453	0.229947120055748	YER162C	chrV	500624	502889	-	0.128244	0.82008	1282	DIFF	SSD	0.4586643	0.3619614	0.0625	NA	RAD34	RAD4	NA	1.7	11	0.0439366581405241	11	1.7	72	1.41666666666667	1434.40277777778	47	1.25106382978723	2046.89361702128
766	YDR326C	chrIV	1120604	1124921	-	0.265679	0.619541	10403	0.151061020647022	YHR080C	chrVIII	262802	266840	-	0.467085	0.34237	16834	DIFF	WGD	0.864072695	0.7895179	0.0322580645	NA	YSP2	YHR080C	0.379779115	0.7	5149	0.0824352902415976	5149	0.7	110	1.28545454545455	2311.34545454545	110	1.18181818181818	2334.25454545455
184	YDR334W	chrIV	1135927	1140472	+	0.255527	0.633714	18785	-0.126654641212981	YGL150C	chrVII	221108	225578	-	0.202675	0.542816	6334	DIFF	SSD	-0.1873172	-0.1106936	0	NA	SWR1	INO80	NA	1.7	78	0.00231458322331419	78	1.7	110	1.26727272727273	1810.18181818182	110	1.14	2354.7
185	YDR339C	chrIV	1149945	1150515	-	0.248971	0.646681	8742	0.112296051386336	YOR004W	chrXV	333592	334357	+	0.305686	0.0077149	2924	DIFF	SSD	0.5443108	0.4592427	0.2941176471	NA	FCF1	UTP23	NA	3.2	13	0.196647078127948	13	3.2	110	1.03181818181818	2898.90909090909	110	1.24545454545455	2300.31818181818
767	YDR341C	chrIV	1151797	1153621	-	0.246944	0.648394	5636	-0.0239913892496728	YHR091C	chrVIII	284840	286772	-	0.490313	0.390705	0	DIFF	WGD	-0.114707867	-0.07675296	0.1176470588	NA	YDR341C	MSR1	0.7062329697	1	3338	0.106983943386105	3338	1	110	1.12090909090909	2879.03636363636	90	1.22	2342.2
768	YDR342C	chrIV	1154210	1155923	-	0.245441	0.650626	3334	0.0803099226986502	YDR343C	chrIV	1159602	1161315	-	0.241921	0.655613	98	SAME	SSD	-0.25	0.1536115	0.2857142857	3679	HXT7	HXT6	0.4930197366	7.6	1	-0.0755566235111589	1	7.6	110	1.20636363636364	2765.64545454545	103	1.13398058252427	2932.15533980583
21	YDR342C	chrIV	1154210	1155923	-	0.245441	0.650626	3334	0.0803099226986502	YDR343C	chrIV	1159602	1161315	-	0.241921	0.655613	98	SAME	SSD	-0.25	0.1536115	0.2857142857	3679	HXT7	HXT6	0.4930197366	7.6	1	-0.0755566235111589	1	7.6	110	1.20636363636364	2765.64545454545	103	1.13398058252427	2932.15533980583
769	YDR343C	chrIV	1159602	1161315	-	0.241921	0.655613	98	-0.0755566235111589	YHR094C	chrVIII	290915	292628	-	0.479905	0.404029	3784	DIFF	WGD	-0.234260643	-0.03725531	0.3333333333	NA	HXT6	HXT1	0.2133006587	1.7	377	-0.000403642725365138	377	1.7	103	1.13398058252427	2932.15533980583	110	1.08545454545455	2569.09090909091
187	YDR347W	chrIV	1169172	1170138	+	0.236162	0.664465	2946	-0.0271188697360671	YJR101W	chrX	618222	619023	+	0.169922	0.586405	4952	DIFF	SSD	0.4495861	0.2523992	0.1578947368	NA	MRP1	RSM26	0.0836122387	2.7	19	0.058201796496125	19	2.7	105	1.29428571428571	2233.47619047619	110	1.24181818181818	2086.38181818182
770	YDR348C	chrIV	1170320	1171820	-	0.235064	0.665527	4094	-0.0332370904259071	YHR097C	chrVIII	297387	298612	-	0.469269	0.418224	0	DIFF	WGD	-0.140028008	-0.1111111	0.1785714286	NA	PAL1	YHR097C	0.0318602253	0.6	NA	-0.0399006373270877	NA	NA	105	1.18666666666667	2193.86666666667	110	1.05454545454545	2577.23636363636
771	YDR351W	chrIV	1178659	1181254	+	0.228906	0.673241	12433	-0.108060942889024	YHR103W	chrVIII	320416	322975	+	0.425968	0.468733	23029	DIFF	WGD	-0.336950324	-0.3615671	0.12	NA	SBE2	SBE22	0.014787929	1.5	1101	-0.0713140856275668	1101	1.5	87	1.14137931034483	2385.87356321839	110	1.38727272727273	1773.40909090909
772	YDR353W	chrIV	1183292	1184252	+	0.226949	0.677526	17066	0.0693160768739643	YHR106W	chrVIII	325600	326629	+	0.419474	0.480103	28213	DIFF	WGD	0.1194522	0.09798695	0.1481481481	NA	TRR1	TRR2	0.5073807122	1.8	694	0.175028041634006	694	1.8	87	1.00344827586207	2743.26436781609	110	1.55818181818182	1062.68181818182
773	YDR358W	chrIV	1190052	1191726	+	0.22207	0.683779	23826	0.027025012652807	YHR108W	chrVIII	328305	330063	+	0.41337	0.486035	30918	DIFF	WGD	-0.15066306	0.1242906	0.2352941176	NA	GGA1	GGA2	0.334675462	1.1	3205	0.341733149228427	3205	1.1	90	1.08888888888889	2322.83333333333	110	1.42545454545455	1543.51818181818
774	YDR368W	chrIV	1213896	1214835	+	0.206985	0.705834	26040	0.0980646707578606	YOR120W	chrXV	551114	552053	+	0.494128	0.292584	14358	DIFF	WGD	0.313106671	0.2041	0.2608695652	NA	YPR1	GCY1	0.302652225	2.5	57	0.144834816257115	57	2.5	56	1.11785714285714	2206.96428571429	110	1.43818181818182	1755.63636363636
775	YDR379W	chrIV	1230159	1233189	+	0.195004	0.720877	7686	0.0262702751529682	YOR127W	chrXV	561170	564194	+	0.483002	0.305753	2217	DIFF	WGD	-0.183728378	-0.0110763	0.16	NA	RGA2	RGA1	0.0838683008	1.6	448	0.0976345157319947	448	1.6	80	1.175	1584.6875	110	1.42181818181818	1467.81818181818
188	YDR382W	chrIV	1239484	1239817	+	0.190677	0.729503	1058	-0.0111852807609923	YOL039W	chrXV	254295	254616	+	0.233023	0.216566	22915	DIFF	SSD	-0.1611646	-0.04221537	0.1538461538	NA	RPP2B	RPP2A	0.4067807728	4.6	2	-0.083083101492242	2	4.6	94	1.06702127659574	2445.48936170213	103	1.07087378640777	2711.00970873786
776	YDR385W	chrIV	1243222	1245751	+	0.186804	0.73296	2120	0.206354295510771	YOR133W	chrXV	575098	577627	+	0.470693	0.323993	8455	DIFF	WGD	-0.080278784	0.1063291	0.3529411765	NA	EFT2	EFT1	NA	5.6	1	0.0581515792629683	1	5.6	101	1.17524752475248	2306.0099009901	110	1.38363636363636	1750.67272727273
777	YDR389W	chrIV	1252529	1254494	+	0.181096	0.741569	11427	-0.0127705113262396	YOR134W	chrXV	578564	579794	+	0.468707	0.328532	11921	DIFF	WGD	-0.166666667	-0.1060522	0.2272727273	NA	SAC7	BAG7	NA	1.1	3434	0.083218943260324	3434	1.1	110	1.20727272727273	2374.12727272727	110	1.22909090909091	2234.31818181818
189	YDR390C	chrIV	1254929	1256840	-	0.179565	0.743789	13827	0.228168557160881	YKL210W	chrXI	39163	42238	+	0.0587632	0.89948	13434	DIFF	SSD	0.4341797	0.4467026	0.2105263158	NA	UBA2	UBA1	0.6359402996	1.5	1083	0.303897081034408	1083	1.5	110	1.24545454545455	2261.55454545455	90	1.48888888888889	1358.8
22	YDR394W	chrIV	1261673	1262960	+	0.17557	0.750027	13258	0.00770429808853242	YDL007W	chrIV	438044	439358	+	0.285945	0.0207488	2058	SAME	SSD	0.1381087	0.1815476	0.2173913043	822315	RPT3	RPT2	0.4159491385	3.3	6	0.0745068371153689	6	3.3	110	1.34727272727273	2130.76363636364	90	1.45555555555556	1296.21111111111
191	YDR399W	chrIV	1270060	1270726	+	0.170501	0.757785	5492	-0.0516697574221467	YJR133W	chrX	672980	673610	+	0.0967239	0.764008	10015	DIFF	SSD	0.1000165	0.2129046	0.2068965517	NA	HPT1	XPT1	0.6066538277	1.7	888	-0.00610450859452857	888	1.7	110	1.24	2445.9	90	1.36888888888889	1504.68888888889
778	YDR409W	chrIV	1289398	1292113	+	0.15654	0.775673	10472	0.122961753672227	YOR156C	chrXV	628360	630541	-	0.422205	0.393746	10843	DIFF	WGD	0.40824829	0.4011077	0.16	NA	SIZ1	NFI1	0.3127907964	1.7	67	-0.0656542056602175	67	1.7	90	1.34222222222222	1998.93333333333	103	1.3	1752.71844660194
192	YDR415C	chrIV	1297029	1298154	-	0.152596	0.782731	4431	0.0858593650938858	YBR286W	chrII	774695	776309	+	0.0453394	0.932941	17033	DIFF	SSD	-0.1666667	-0.05124185	0.1428571429	NA	YDR415C	APE3	0.3524873817	0.8	1156	0.041439234598951	1156	0.8	110	1.23090909090909	2149.66363636364	103	1.23009708737864	2083.4854368932
779	YDR418W	chrIV	1301608	1302106	+	0.150016	0.786967	479	-0.066790476177572	YEL054C	chrV	52720	53218	-	0.0913899	0.638586	6065	DIFF	WGD	-0.062479833	0.4588315	0.1538461538	NA	RPL12B	RPL12A	0	5.4	1	0.058893495179668	1	5.4	110	1.12727272727273	2507.22727272727	56	1.46428571428571	1711.10714285714
23	YDR425W	chrIV	1320056	1321934	+	0.137073	0.804031	13752	0.114291797961082	YDL113C	chrIV	256632	258555	-	0.167523	0.421802	0	SAME	SSD	-0.08027878	-0.08235864	0.25	1061501	SNX41	ATG20	NA	2.4	14	0.0391172672905397	14	2.4	110	1.33272727272727	1967.83636363636	90	1.26	2269.32222222222
194	YDR430C	chrIV	1325493	1328463	-	0.132811	0.80906	19189	-0.024033326553936	YOL098C	chrXV	132724	135838	-	0.121621	0.579023	18640	DIFF	SSD	-0.09563651	-0.07890535	0.0555555556	NA	CYM1	YOL098C	NA	0.9	4589	0.0669349554389586	4589	0.9	110	1.20181818181818	2247.78181818182	72	1.17222222222222	2294.54166666667
780	YDR436W	chrIV	1334813	1336946	+	0.127274	0.817681	28509	0.0640647726321473	YML016C	chrXIII	239457	241536	-	0.259032	0.0947282	21527	DIFF	WGD	0.089087081	0.03456197	0.1111111111	NA	PPZ2	PPZ1	0.0490996892	1.5	1487	-0.0169789301393001	1487	1.5	110	1.26	2207.05454545455	110	1.16	2288.35454545455
781	YDR438W	chrIV	1338266	1339379	+	0.125685	0.820875	31962	-0.0311625999436098	YML018C	chrXIII	234770	235952	-	0.253962	0.115475	27111	DIFF	WGD	-0.37244616	-0.3973654	0.1578947368	NA	THI74	YML018C	0.3961667424	0.8	4921	0.103112466967594	4921	0.8	110	1.27454545454545	1927.10909090909	108	1.42037037037037	1924.41666666667
782	YDR441C	chrIV	1344509	1345055	-	0.12198	0.826649	34579	-2.55039200620588e-05	YML022W	chrXIII	228936	229500	+	0.247651	0.139447	33563	DIFF	WGD	-0.388045294	-0.1811096	0.2592592593	NA	APT2	APT1	0.2363188312	2	38	0.128317669386105	38	2	110	1.08727272727273	2140.15454545455	108	1.59351851851852	1799.90740740741
783	YDR447C	chrIV	1354821	1355546	-	0.115132	0.836188	24088	0.079272051640556	YML024W	chrXIII	225888	226697	+	0.244354	0.149861	36366	DIFF	WGD	0.307578579	0.3245756	0.1538461538	NA	RPS17B	RPS17A	0.2055789294	4.9	1	0.109101718766972	1	4.9	110	1.07818181818182	2474.84545454545	109	1.68165137614679	1707.73394495413
784	YDR450W	chrIV	1359915	1360791	+	0.111708	0.8409	18843	0.0364608266041762	YML026C	chrXIII	222986	223828	-	0.241215	0.160521	38950	DIFF	WGD	-0.148992387	0.2103398	0.2916666667	NA	RPS18A	RPS18B	0.4177600431	4.8	2	0.0935571721406144	2	4.8	110	1.22363636363636	2447.54545454545	109	1.69724770642202	1580.04587155963
785	YDR451C	chrIV	1361112	1362174	-	0.110805	0.842007	17460	0.00365688846993954	YML027W	chrXIII	221405	222563	+	0.239505	0.165221	37369	DIFF	WGD	0.013734761	0.1524775	0.2	NA	YHP1	YOX1	0.1624339407	2.5	4	0.0303503964857081	4	2.5	110	1.32363636363636	2384.57272727273	108	1.52314814814815	1917.7962962963
786	YDR453C	chrIV	1365064	1365655	-	0.108533	0.845662	13979	-0.0469063002404941	YML028W	chrXIII	220137	220728	+	0.238133	0.172039	36101	DIFF	WGD	-0.089087081	-0.005812284	0.1379310345	NA	TSA2	TSA1	NA	2.2	224	-0.0181082945075415	224	2.2	110	1.27272727272727	2334.88181818182	110	1.30727272727273	2045.44545454545
195	YDR457W	chrIV	1369782	1379589	+	0.0994374	0.850027	45	0.222533582117345	YER125W	chrV	410184	412614	+	0.284735	0.606659	3236	DIFF	SSD	-0.1838924	-0.151329	0.3181818182	NA	TOM1	RSP5	0.5484272028	1.5	488	0.0116402120947353	488	1.5	90	1.31111111111111	1908.31111111111	100	1.282	2176.25
787	YDR458C	chrIV	1380047	1382039	-	0.0978381	0.859522	0	0.166052612310034	YML034W	chrXIII	209524	212155	+	0.226652	0.203891	25488	DIFF	WGD	0.285714286	0.03966991	0.1052631579	NA	HEH2	SRC1	0.0380156839	1.8	102	0.00426590905010542	102	1.8	90	1.26666666666667	1959.11111111111	110	1.08545454545455	2344.52727272727
196	YDR461W	chrIV	1385168	1385279	+	0.0957231	0.864258	5076	0.194492699721655	YNL145W	chrXIV	352415	352532	+	0.449318	0.436955	27147	DIFF	SSD	0.304662	0.2260103	0.28	NA	MFA1	MFA2	NA	4.2	1	0.162678894851791	1	4.2	72	1.49444444444444	1175.73611111111	72	1.03055555555556	2439.76388888889
