chrom	start	end	Gene	TFNo	TFs	geneType	geneClusterType
chrIV	326312	326712	YDL073W	21	ABF1,TYE7,CBF1,PHO4,INO2,CIN5,DIG1,STE12,SPT23,TEC1,MOT3,SPT23,THI2,HAP3,HAP2,HAP5,DAL80,DIG1,STE12,FKH1,ROX1	singletons	Singletons_in_WGDCluster
chrIV	330347	330747	YDL072C	18	SKO1,PHO4,MOT3,ROX1,MSN4,RPH1,ADR1,BAS1,STE12,DIG1,PHD1,SOK2,MOT3,AFT2,RTG3,STB1,SWI6,SKO1	singletons	Singletons_in_WGDCluster
chrIV	333710	334110	YDL069C	17	DAL80,SOK2,MSN4,ADR1,PHO4,AFT2,ADR1,MOT3,BAS1,MOT3,SPT23,FKH1,FKH2,DIG1,DAL80,TEC1,FKH2	singletons	Singletons_in_WGDCluster
chrIV	334296	334696	YDL067C	24	GAT1,GLN3,DAL80,GZF3,DAL82,BAS1,DIG1,HAP4,HAP2,HAP3,HAP5,RCS1,SOK2,ADR1,NRG1,AFT2,SOK2,DIG1,GCN4,TEC1,STB5,AFT2,RCS1,AFT2	singletons	Singletons_in_WGDCluster
chrIV	334534	334934	YDL066W	32	HAP4,HAP2,HAP3,HAP5,RCS1,SOK2,ADR1,NRG1,AFT2,SOK2,DIG1,GCN4,TEC1,STB5,AFT2,RCS1,AFT2,DAL80,REB1,RTG3,CBF1,SWI6,ASH1,GCN4,BAS1,INO2,NRG1,GCN4,THI2,GCN4,DIG1,STE12	singletons	Singletons_in_WGDCluster
chrIV	337177	337577	YDL065C	11	MET31,MET32,INO4,SPT23,SPT2,SPT23,GAT1,GZF3,DAL80,DAL82,GLN3	singletons	Singletons_in_WGDCluster
chrIV	337186	337586	YDL064W	11	MET31,MET32,INO4,SPT23,SPT2,SPT23,GAT1,GZF3,DAL80,DAL82,GLN3	singletons	Singletons_in_ComplementCluster
chrIV	340034	340434	YDL063C	9	DAL82,GLN3,DAL82,GLN3,SPT23,DIG1,ABF1,SPT23,FKH1	singletons	Singletons_in_WGDCluster
chrIV	340698	341098	YDL061C	15	HAP4,HAP2,HAP3,HAP5,SPT23,HSF1,ADR1,CIN5,DIG1,STE12,FKH1,SKN7,AFT2,MSN2,ADR1	WGD	WGD_in_WGDCluster
chrIV	341318	341718	YDL060W	28	MOT3,SPT23,STE12,DIG1,RPN4,PHO2,STB1,MBP1,SWI4,SWI6,ADR1,PHO4,TEC1,AFT2,SPT23,FHL1,SFP1,RAP1,UME1,BAS1,YHP1,DAL82,GLN3,DAL82,SOK2,SPT23,SOK2,MOT3	SSD	SSD_in_SSDCluster
chrIV	344853	345253	YDL059C	33	FKH1,DAL80,CIN5,INO2,PHO4,INO4,BAS1,ADR1,GLN3,DAL82,GZF3,GAT1,DAL80,DAL82,MET32,MET31,GCR1,GLN3,DAL82,TYE7,CBF1,INO2,PHO4,SKO1,SUM1,DIG1,STB1,MBP1,SWI6,HAP3,HAP5,HAP2,DAL80	singletons	Singletons_in_SSDCluster
chrIV	345364	345764	YDL058W	17	YAP7,CAD1,YAP5,YAP6,YAP3,ARR1,HSF1,FKH1,SPT23,MBP1,PHO4,TEC1,FKH1,XBP1,BAS1,ADR1,DAL82	singletons	Singletons_in_SSDCluster
chrIV	351133	351533	YDL057W	10	SPT23,SUM1,FKH1,ROX1,AZF1,SUM1,DIG1,ADR1,BAS1,DAL82	singletons	Singletons_in_SSDCluster
chrIV	352576	352976	YDL056W	22	INO4,PHO4,INO2,SWI5,DAL80,HSF1,TEC1,YAP7,FKH1,DIG1,SPT23,DIG1,FKH2,FKH1,SPT23,TEC1,RGT1,HAP4,HAP2,HAP3,HAP5,SOK2	SSD	SSD_in_SSDCluster
chrIV	356659	357059	YDL055C	21	DIG1,STE12,SWI5,DAL80,FKH1,ASH1,FKH1,TEC1,RCS1,DAL80,ASH1,FKH2,FKH1,DIG1,STE12,TYE7,SKO1,FKH1,PHO4,FKH2,FKH1	SSD	SSD_in_SSDCluster
chrIV	361185	361585	YDL054C	12	PHO4,STE12,DIG1,GLN3,DAL82,DAL80,MOT3,STB1,YAP7,SPT23,FKH1,FKH2	singletons	Singletons_in_SSDCluster
chrIV	362156	362556	YDL053C	16	FKH1,YAP7,STE12,FKH1,SPT23,FKH1,DIG1,SUM1,STE12,GCN4,INO2,PHO4,MOT3,STB5,RGT1,ABF1	singletons	Singletons_in_SSDCluster
chrIV	363483	363883	YDL052C	17	MAC1,SUM1,ADR1,ADR1,MSN4,YHP1,ABF1,TYE7,SPT23,TYE7,RTG3,DIG1,RLR1,SWI5,GLN3,DAL82,RLR1	singletons	Singletons_in_SSDCluster
chrIV	363651	364051	YDL051W	14	YHP1,ABF1,TYE7,SPT23,TYE7,RTG3,DIG1,RLR1,SWI5,GLN3,DAL82,RLR1,HSF1,INO2	singletons	Singletons_in_SSDCluster
chrIV	364717	365117	YDL050C	6	STE12,DIG1,YAP7,SPT23,YOX1,SPT23	singletons	Singletons_in_SSDCluster
chrIV	365774	366174	YDL049C	16	SIG1,MOT3,CIN5,HAP3,HAP2,HAP5,SFP1,RLR1,HAP3,HAP2,HAP5,ADR1,FKH1,ROX1,TEC1,CIN5	SSD	SSD_in_SSDCluster
chrIV	368111	368511	YDL048C	11	GCR1,DIG1,STE12,SOK2,RLM1,AFT2,HSF1,SOK2,GAL4,AFT2,FKH1	WGD	WGD_in_WGDCluster
chrIV	369468	369868	YDL047W	14	STB4,GCR1,SWI5,SPT23,GCR1,SPT23,DAL80,DAL80,ADR1,SOK2,NRG1,TEC1,ADR1,OPI1	singletons	Singletons_in_WGDCluster
chrIV	370936	371336	YDL046W	23	UME1,TEC1,DAL80,STB4,STE12,SKO1,ABF1,ADR1,MET31,MET32,DIG1,AFT2,RCS1,GCR1,DAL80,ADR1,TEC1,SNT2,HAP4,SKN7,MOT3,SOK2,AFT2	singletons	Singletons_in_WGDCluster
chrIV	371944	372344	YDL045W-A	16	UME1,HSF1,TEC1,UME1,SPT2,RGT1,YDR026c,REB1,MOT3,STE12,DIG1,GCN4,DAL82,RFX1,SKN7,PDR1	singletons	Singletons_in_WGDCluster
chrIV	373505	373905	YDL045C	18	ASH1,FKH1,NRG1,PHO4,STE12,DIG1,SPT23,TEC1,FKH1,STE12,GCN4,RLR1,HAP2,HAP3,HAP5,STE12,PHD1,SOK2	singletons	Singletons_in_WGDCluster
chrIV	375186	375586	YDL044C	17	AFT2,UME1,HSF1,YHP1,DAL80,MET31,MET32,SPT23,SOK2,DAL80,SIG1,STB1,SOK2,ADR1,HAP2,HAP3,HAP5	singletons	Singletons_in_WGDCluster
chrIV	376377	376777	YDL043C	17	INO2,SOK2,AZF1,DIG1,SPT23,RCS1,AFT2,REB1,HSF1,FKH2,FKH1,ASH1,YHP1,UME1,FKH2,FKH1,FKH1	singletons	Singletons_in_WGDCluster
chrIV	378342	378742	YDL042C	8	MOT3,TEC1,AFT2,DIG1,DIG1,NDD1,HAP4,ADR1	WGD	WGD_in_WGDCluster
chrIV	381335	381735	YDL040C	27	GCR1,FKH1,ASH1,DIG1,SPT23,TEC1,STE12,DIG1,STB1,MBP1,SWI6,SUT1,RGT1,PHD1,REB1,SOK2,SWI4,SUM1,RPN4,HAP4,YOX1,RLR1,SPT23,ADR1,MSN4,SPT23,CIN5	singletons	Singletons_in_WGDCluster
chrIV	383979	384379	YDL039C	19	AFT2,RGT1,BAS1,RDS1,GCN4,DIG1,ADR1,YHP1,INO2,AFT2,SWI5,DAL80,DAL82,GLN3,TYE7,ASH1,TYE7,GCN4,TYE7	singletons	Singletons_in_WGDCluster
chrIV	385485	385885	YDL037C	18	SPT23,NDD1,MCM1,SWI5,RPN4,ADR1,YAP7,MOT3,DIG1,STE12,MSN4,ADR1,RIM101,HAP3,HAP2,HAP5,ADR1,SOK2	SSD	SSD_in_WGDCluster
chrIV	388799	389199	YDL036C	21	SPT23,STB5,HAP4,SUM1,CAD1,YAP7,DAL82,GZF3,GAT1,DAL80,DIG1,STE12,MOT3,UME1,SPT23,DIG1,STE12,STB1,MBP1,SWI6,SUM1	WGD	WGD_in_WGDCluster
chrIV	391955	392355	YDL035C	10	SUM1,BAS1,GCN4,TEC1,RGT1,ABF1,SKO1,SOK2,ADR1,MOT3	singletons	Singletons_in_ComplementCluster
chrIV	393810	394210	YDL033C	14	DIG1,RLR1,SPT23,ROX1,HAP3,HAP2,HAP5,YDR026c,REB1,DAL82,GLN3,SPT23,SUM1,MET4	singletons	Singletons_in_ComplementCluster
chrIV	393914	394314	YDL031W	14	DIG1,RLR1,SPT23,ROX1,HAP3,HAP2,HAP5,YDR026c,REB1,DAL82,GLN3,SPT23,SUM1,MET4	singletons	Singletons_in_ComplementCluster
chrIV	397234	397634	YDL030W	11	FKH1,HSF1,YOX1,YOX1,RDS1,SWI5,YAP1,YAP7,AFT2,RCS1,SPT23	singletons	Singletons_in_ComplementCluster
chrIV	399037	399437	YDL029W	17	DIG1,STE12,SPT2,RLM1,CAD1,YAP7,YAP3,YAP5,YAP6,ARR1,REB1,SPT23,STB1,SWI6,FKH1,AFT2,HAP4	singletons	Singletons_in_ComplementCluster
chrIV	403189	403589	YDL028C	23	SOK2,STE12,DIG1,FKH1,FKH1,SWI5,GCN4,SPT23,SPT23,MOT3,FKH1,SPT23,FKH1,FKH2,YHP1,DAL80,ABF1,SUM1,SWI4,SUM1,GCN4,STE12,ABF1	singletons	Singletons_in_ComplementCluster
chrIV	404855	405255	YDL027C	13	REB1,AFT2,SPT23,STB1,SWI6,SWI4,DAL80,CIN5,FKH1,TEC1,SPT2,DIG1,RCS1	singletons	Singletons_in_ComplementCluster
chrIV	405107	405507	YDL025W-A	11	STB1,SWI6,SWI4,DAL80,CIN5,FKH1,TEC1,SPT2,DIG1,RCS1,MOT3	singletons	Singletons_in_ComplementCluster
chrIV	407104	407504	YDL025C	20	SPT23,AFT2,SUM1,GCN4,BAS1,ASH1,RAP1,AFT2,UME1,YOX1,HAP3,HAP2,HAP5,SOK2,AFT2,DIG1,MOT3,GCN4,BAS1,MSN4	SSD	SSD_in_SSDCluster
chrIV	409755	410155	YDL024C	12	DAL80,DAL82,GLN3,ADR1,MOT3,HAP2,HAP3,HAP5,FKH1,RLR1,MOT3,DAL80	singletons	Singletons_in_ComplementCluster
chrIV	409954	410354	YDL022C-A	24	DAL80,DAL82,GLN3,ADR1,MOT3,HAP2,HAP3,HAP5,FKH1,RLR1,MOT3,DAL80,CIN5,DIG1,REB1,MCM1,PHO4,TEC1,MSN4,ADR1,AFT2,SKN7,AFT2,NRG1	singletons	Singletons_in_ComplementCluster
chrIV	411522	411922	YDL022W	19	HSF1,MSN4,RGT1,SOK2,PHO4,HAP2,HAP3,HAP5,BAS1,STE12,DIG1,CIN5,UME1,MOT3,SPT23,SPT23,DAL80,DIG1,STE12	WGD	WGD_in_WGDCluster
chrIV	413650	414050	YDL021W	23	PHO4,SPT23,DAL80,DAL82,DAL80,AFT2,ADR1,RLR1,DAL80,HSF1,AZF1,SWI5,RPN4,DAL80,SPT23,DIG1,STE12,SPT23,YAP7,YAP3,YAP5,YAP6,ARR1	WGD	WGD_in_WGDCluster
chrIV	416606	417006	YDL020C	26	HSF1,YAP7,RLM1,ADR1,TEC1,HSF1,SPT23,ADR1,SWI6,STB1,DAL80,DAL80,ADR1,ADR1,DAL80,DAL80,RGT1,AFT2,MCM1,NDD1,NDD1,MCM1,HAP3,HAP2,HAP5,TEC1	singletons	Singletons_in_WGDCluster
chrIV	421412	421812	YDL019C	14	DAL80,SPT23,SPT23,HAP2,HAP5,HAP3,YAP7,DIG1,SPT23,SUM1,TEC1,SPT23,HSF1,PHO4	WGD	WGD_in_WGDCluster
chrIV	423408	423808	YDL018C	22	STB5,ADR1,YAP7,GCN4,YAP1,ASH1,SUM1,ADR1,DIG1,MBP1,DIG1,STE12,SPT23,MBP1,SPT23,FKH1,CIN5,GCR1,SPT23,SWI6,MBP1,DAL80	singletons	Singletons_in_WGDCluster
chrIV	423906	424306	YDL017W	12	DAL80,PHD1,PDR1,SPT23,SWI5,SOK2,MOT3,SPT23,DAL80,CIN5,TEC1,HAP4	singletons	Singletons_in_WGDCluster
chrIV	425770	426170	YDL016C	16	HAP3,HAP2,HAP5,MOT3,INO2,AFT2,RCS1,SOK2,FKH1,ROX1,MOT3,INO2,FKH1,ADR1,STE12,DIG1	singletons	Singletons_in_ComplementCluster
chrIV	426832	427232	YDL015C	21	SPT23,HAP2,HAP3,HAP5,SPT23,RGT1,ADR1,HSF1,SPT23,NRG1,SWI6,YAP1,ABF1,FKH1,AZF1,DIG1,DIG1,DIG1,HAP2,HAP3,HAP5	singletons	Singletons_in_WGDCluster
chrIV	427061	427461	YDL014W	24	SWI6,YAP1,ABF1,FKH1,AZF1,DIG1,DIG1,DIG1,HAP2,HAP3,HAP5,CIN5,XBP1,STE12,DIG1,FKH1,THI2,YHP1,RGT1,DAL80,STB5,ADR1,STE12,DIG1	singletons	Singletons_in_WGDCluster
chrIV	428764	429164	YDL013W	16	BAS1,CIN5,AZF1,STE12,DIG1,ABF1,DAL82,SPT23,AFT2,HAP4,HAP5,HAP3,HAP2,ADR1,BAS1,TEC1	singletons	Singletons_in_WGDCluster
chrIV	431415	431815	YDL012C	18	HAP4,SFP1,FHL1,RAP1,CIN5,ABF1,XBP1,HSF1,XBP1,SWI5,SWI5,RGT1,ADR1,SWI6,STB1,DIG1,STE12,SWI5	singletons	Singletons_in_ComplementCluster
chrIV	432027	432427	YDL010W	16	PHD1,SKN7,SOK2,SPT23,MBP1,SWI6,MBP1,PHD1,SKN7,SUT1,STB1,SWI4,SWI6,MCM1,REB1,DAL80	WGD	WGD_in_WGDCluster
chrIV	433146	433546	YDL009C	13	FKH1,FKH2,SWI5,ACE2,SOK2,SOK2,REB1,DAL80,RGT1,SOK2,DAL80,TEC1,RPN4	singletons	Singletons_in_ComplementCluster
chrIV	433194	433594	YDL008W	13	FKH1,FKH2,SWI5,ACE2,SOK2,SOK2,REB1,DAL80,RGT1,SOK2,DAL80,TEC1,RPN4	singletons	Singletons_in_ComplementCluster
chrIV	436722	437122	YDL007C-A	29	DAL80,FKH2,MOT3,FKH1,ADR1,TEC1,DIG1,HSF1,HSF1,YOX1,SPT23,SUM1,CIN5,NRG1,STB5,ADR1,SPT23,UME6,PHO4,HAP4,SOK2,AFT2,DIG1,HSF1,SIG1,STE12,DIG1,FKH1,SPT23	singletons	Singletons_in_ComplementCluster
chrIV	437744	438144	YDL007W	14	HAP2,HAP3,HAP5,DAL80,STB5,BAS1,ADR1,YDR026c,REB1,RGT1,RPN4,CIN5,MOT3,ASH1	SSD	SSD_in_SSDCluster
chrIV	439606	440006	YDL006W	22	STE12,DIG1,RTG3,GCN4,STE12,DIG1,DAL80,RGT1,AFT2,ADR1,CIN5,UME1,MOT3,DAL80,YHP1,ADR1,SPT23,UME1,TEC1,TEC1,MOT3,DAL80	singletons	Singletons_in_SSDCluster
chrIV	442207	442607	YDL005C	16	ADR1,NRG1,SPT23,SWI5,SPT23,HAP2,HAP3,HAP5,STE12,PHD1,REB1,FKH1,MOT3,HAP2,HAP3,HAP5	singletons	Singletons_in_SSDCluster
chrIV	442726	443126	YDL004W	21	SPT23,FKH2,RTG3,ABF1,SKN7,SWI5,HAP4,HAP2,HAP3,HAP5,ADR1,MSN4,MSN2,NRG1,ADR1,DAL80,DAL82,ROX1,MOT3,MOT3,DAL82	singletons	Singletons_in_SSDCluster
chrIV	444380	444780	YDL003W	19	ADR1,MBP1,SWI6,STB1,MBP1,AFT2,RCS1,TYE7,YHP1,HAP4,HAP2,HAP3,HAP5,RLR1,SPT23,TEC1,YHP1,DIG1,STE12	singletons	Singletons_in_SSDCluster
chrIV	447476	447876	YDL002C	23	MOT3,SOK2,AFT2,GLN3,DAL82,HAP2,HAP3,HAP5,YHP1,SPT23,HSF1,FKH1,STE12,DIG1,DAL80,SWI5,YAP1,MOT3,RGT1,SOK2,DAL82,SWI4,THI2	singletons	Singletons_in_SSDCluster
chrIV	447681	448081	YDL001W	17	YHP1,SPT23,HSF1,FKH1,STE12,DIG1,DAL80,SWI5,YAP1,MOT3,RGT1,SOK2,DAL82,SWI4,THI2,SOK2,FKH1	SSD	SSD_in_SSDCluster
chrIV	452373	452773	YDR001C	19	SPT23,SPT23,AZF1,FKH1,DAL80,SPT23,ASH1,RGT1,ADR1,STB1,DIG1,SWI6,DIG1,STE12,DAL80,DIG1,SPT2,RLM1,CIN5	WGD	WGD_in_WGDCluster
chrIV	452742	453142	YDR002W	39	DIG1,SPT2,RLM1,CIN5,TEC1,HAP2,HAP3,HAP5,GAT1,DAL80,GZF3,DAL82,GLN3,MSN4,GCR1,DIG1,DIG1,SPT23,PHD1,HSF1,SWI6,RGT1,FKH1,AZF1,SIG1,DIG1,STE12,FKH1,DIG1,STE12,SPT23,SPT23,HAP2,HAP3,HAP5,FKH1,FKH2,DAL80,FKH1	singletons	Singletons_in_WGDCluster
chrIV	453819	454219	YDR003W	29	DAL82,GLN3,YHP1,DIG1,STE12,SOK2,ASH1,SOK2,SOK2,STE12,YDR026c,REB1,FKH1,THI2,STE12,FKH1,ADR1,CAD1,YAP7,YAP3,YAP5,ARR1,YAP6,HSF1,SKO1,CIN5,TEC1,UME1,SPT23	WGD	WGD_in_WGDCluster
chrIV	454479	454879	YDR003W-A	1	DAL80	singletons	Singletons_in_ComplementCluster
chrIV	454898	455298	YDR004W	21	ACE2,ASH1,RGT1,HAP4,YHP1,MOT3,MOT3,DAL80,INO4,INO2,PHD1,SPT23,SWI6,SWI4,STB1,MBP1,SPT23,SPT23,RLR1,SPT23,DIG1	singletons	Singletons_in_WGDCluster
chrIV	458001	458401	YDR005C	21	MOT3,ADR1,RCS1,SOK2,CIN5,SUM1,STB1,STE12,DIG1,STE12,DIG1,SPT23,PHO4,RLR1,DAL80,MBP1,SPT23,MSN4,PHO4,ADR1,SUM1	singletons	Singletons_in_ComplementCluster
chrIV	461145	461545	YDR006C	37	THI2,RGT1,ADR1,SWI5,SWI6,MBP1,HAP3,HAP2,HAP5,TEC1,YAP7,GCN4,DAL80,SOK2,AFT2,DIG1,PHO4,PHD1,RCS1,AFT2,SUT1,SKN7,MBP1,PHD1,STP1,AFT2,REB1,SOK2,RAP1,PHD1,SUT1,SOK2,SPT23,HAP4,HAP3,HAP2,HAP5	singletons	Singletons_in_WGDCluster
chrIV	461539	461939	YDR007W	24	SPT23,HAP4,HAP3,HAP2,HAP5,SPT23,SOK2,SWI6,INO2,DIG1,CIN5,TEC1,RGT1,HSF1,RDS1,ADR1,HAP3,HAP2,HAP5,TYE7,INO2,PHO4,CBF1,MOT3	singletons	Singletons_in_WGDCluster
chrIV	462500	462900	YDR008C	13	SOK2,MSN4,ADR1,AFT2,ASH1,TEC1,INO4,REB1,FKH1,PHD1,INO2,DAL80,DAL80	singletons	Singletons_in_WGDCluster
chrIV	463131	463531	YDR009W	26	REB1,ADR1,PHO4,GAL4,GAL80,YOX1,INO2,PHO4,INO4,SPT23,DIG1,TEC1,RIM101,STB5,HAP4,SOK2,DIG1,STE12,MOT3,SUM1,DIG1,STE12,ADR1,MOT3,ADR1,RLR1	WGD	WGD_in_WGDCluster
chrIV	465281	465681	YDR010C	29	YAP7,GCN4,MSN2,HSF1,SOK2,ADR1,PHD1,HAP3,HAP2,HAP5,CAD1,YAP7,YAP3,YAP5,YAP6,ARR1,DIG1,STE12,ADR1,HAP1,DAL80,FKH1,SPT2,MOT3,FKH2,FKH1,ROX1,FKH1,DIG1	singletons	Singletons_in_ComplementCluster
chrIV	465616	466016	YDR011W	17	FKH1,DIG1,ADR1,TEC1,SOK2,RLR1,DAL82,GLN3,AFT2,SPT23,MOT3,REB1,SOK2,PHD1,SOK2,AZF1,CIN5	SSD	SSD_in_WGDCluster
chrIV	471550	471950	YDR012W	17	TEC1,STE12,DIG1,DAL82,MOT3,RGT1,FKH1,DIG1,SMP1,UME1,TEC1,GLN3,DAL82,SWI5,HAP2,HAP3,HAP5	WGD	WGD_in_WGDCluster
chrIV	472854	473254	YDR013W	11	FKH1,FKH2,STE12,SKO1,MAC1,SIG1,STB1,MBP1,SWI4,SWI6,DIG1	singletons	Singletons_in_WGDCluster
chrIV	473743	474143	YDR014W	19	ACE2,ADR1,TEC1,ADR1,FKH1,FKH2,SWI5,SPT23,ADR1,SWI6,SWI4,MBP1,YOX1,DIG1,SOK2,SPT23,GLN3,DAL82,REB1	singletons	Singletons_in_WGDCluster
chrIV	477494	477894	YDR014W-A	19	RCS1,MOT3,RPN4,SUM1,SNT2,RLR1,SPT23,DIG1,PHO4,SPT23,YAP7,GCN4,UME6,SUT1,SPT23,SPT23,STE12,DIG1,SPT23	singletons	Singletons_in_ComplementCluster
chrIV	478097	478497	YDR015C	20	TYE7,MOT3,STE12,DIG1,DIG1,ADR1,DIG1,PHO4,YAP7,DAL82,GZF3,GAT1,DAL80,CIN5,DAL80,CIN5,SUM1,FKH2,FKH1,DAL80	singletons	Singletons_in_WGDCluster
chrIV	478656	479056	YDR016C	14	TEC1,ADR1,FKH1,SWI6,SWI4,STB1,ASH1,YDR026c,REB1,ADR1,HAP2,HAP3,HAP5,DAL80	singletons	Singletons_in_WGDCluster
chrIV	482165	482565	YDR017C	14	SPT23,SPT23,DIG1,FKH1,SPT2,DIG1,STB1,SWI4,SWI6,SUT1,NRG1,SKN7,PHD1,SOK2	singletons	Singletons_in_WGDCluster
chrIV	483758	484158	YDR018C	18	FKH1,SPT23,HSF1,ADR1,PHD1,SOK2,AFT2,PHO4,MBP1,SWI4,SWI6,MSN4,ADR1,REB1,SPT23,STE12,DIG1,DAL80	WGD	WGD_in_WGDCluster
chrIV	485263	485663	YDR019C	23	INO2,MOT3,REB1,YHP1,HAP3,HAP5,HAP2,SFP1,HAP4,RAP1,AFT2,GCN4,BAS1,ASH1,SKN7,SOK2,PDR1,ACE2,YAP7,ADR1,SPT23,TEC1,SPT23	singletons	Singletons_in_WGDCluster
chrIV	486342	486742	YDR020C	21	DAL80,YHP1,SOK2,SIG1,SPT23,SPT23,SFP1,DAL80,SPT23,DAL80,RGT1,FKH1,YAP1,YAP7,THI2,GLN3,DAL80,SKN7,NRG1,SPT2,ADR1	singletons	Singletons_in_WGDCluster
chrIV	486501	486901	YDR021W	21	SPT23,SFP1,DAL80,SPT23,DAL80,RGT1,FKH1,YAP1,YAP7,THI2,GLN3,DAL80,SKN7,NRG1,SPT2,ADR1,FKH1,BAS1,STE12,DIG1,FKH1	singletons	Singletons_in_WGDCluster
chrIV	488560	488960	YDR022C	19	SWI5,FKH1,CAD1,YAP7,RLR1,TEC1,DAL80,AFT2,DAL80,DAL80,SPT23,HAP3,HAP5,HAP2,HAP3,HAP5,HAP2,DIG1,DAL80	singletons	Singletons_in_WGDCluster
chrIV	489205	489605	YDR023W	17	DIG1,STE12,ASH1,SWI5,MOT3,TYE7,PHO4,CBF1,INO2,OPI1,DIG1,GAT1,DAL80,GZF3,DAL82,GLN3,AFT2	SSD	SSD_in_WGDCluster
chrIV	490714	491114	YDR024W	10	FKH1,DIG1,STE12,HAP2,HAP3,HAP5,TEC1,INO4,SPT2,FKH1	singletons	Singletons_in_ComplementCluster
chrIV	494166	494566	YDR026C	21	MOT3,DAL80,GCN4,SOK2,DIG1,AFT2,STB1,SPT23,PHD1,SWI5,TEC1,GLN3,DAL82,INO2,ROX1,STE12,DIG1,HSF1,RLR1,ABF1,DAL80	WGD	WGD_in_WGDCluster
chrIV	497216	497616	YDR027C	18	STE12,DIG1,HAP2,HAP3,HAP5,YHP1,MOT3,STE12,DIG1,MOT3,STE12,DIG1,FKH1,FKH2,ABF1,REB1,SOK2,YHP1	singletons	Singletons_in_WGDCluster
chrIV	500777	501177	YDR028C	19	SPT23,GLN3,DAL82,GZF3,GAT1,DAL80,YOX1,DAL80,ADR1,MSN4,ASH1,INO2,PHO4,HAP3,HAP2,HAP5,YHP1,DIG1,ADR1	WGD	WGD_in_WGDCluster
chrIV	500797	501197	YDR029W	19	SPT23,GLN3,DAL82,GZF3,GAT1,DAL80,YOX1,DAL80,ADR1,MSN4,ASH1,INO2,PHO4,HAP3,HAP2,HAP5,YHP1,DIG1,ADR1	singletons	Singletons_in_WGDCluster
chrIV	503171	503571	YDR030C	14	STB1,DAL80,SIP4,GLN3,DAL82,SOK2,UGA3,STB5,ADR1,SOK2,NRG1,ADR1,SPT2,AFT2	singletons	Singletons_in_WGDCluster
chrIV	503195	503595	YDR031W	14	STB1,DAL80,SIP4,GLN3,DAL82,SOK2,UGA3,STB5,ADR1,SOK2,NRG1,ADR1,SPT2,AFT2	singletons	Singletons_in_WGDCluster
chrIV	504593	504993	YDR032C	32	YHP1,HAP5,HAP3,HAP2,SPT23,INO2,PHD1,SKO1,ROX1,MSN2,MSN4,ADR1,HAP5,HAP2,HAP3,SOK2,INO2,AFT2,RCS1,PHD1,SOK2,AFT2,PHD1,YAP7,SPT23,YAP7,YAP3,YAP5,YAP6,ARR1,ASH1,REB1	WGD	WGD_in_SSDCluster
chrIV	507844	508244	YDR033W	20	FKH1,YAP7,CAD1,YOX1,ROX1,DIG1,STE12,AZF1,YOX1,HAP5,HAP3,HAP2,SPT23,SPT23,MOT3,GLN3,DAL82,SIP4,HSF1,RLR1	WGD	WGD_in_WGDCluster
chrIV	512007	512407	YDR034C	34	SUM1,DAL82,GLN3,DIG1,STE12,GAT1,DAL80,GZF3,DAL82,GLN3,RLR1,SPT23,DAL80,SPT2,SWI5,HAP4,SKN7,SOK2,ROX1,TEC1,GLN3,DAL82,HAP5,HAP2,HAP3,GCN4,BAS1,SWI6,STB1,MBP1,ABF1,MOT3,STB1,SWI6	singletons	Singletons_in_ComplementCluster
chrIV	520590	520990	YDR034C-A	10	PHD1,ADR1,MOT3,MOT3,SPT23,YHP1,CIN5,RAP1,YHP1,DAL80	singletons	Singletons_in_ComplementCluster
chrIV	521011	521411	YDR034W-B	14	DIG1,STE12,AZF1,DIG1,STB1,SPT23,DIG1,SPT23,RLR1,ADR1,SPT2,DIG1,STE12,YHP1	singletons	Singletons_in_ComplementCluster
chrIV	521513	521913	YDR035W	22	UME6,PDR1,DIG1,SOK2,SFP1,ABF1,GCR1,TEC1,DIG1,YAP7,GCN4,SOK2,SPT2,SOK2,INO2,PHO4,SPT2,FKH1,FKH2,SPT23,ADR1,CIN5	SSD	SSD_in_SSDCluster
chrIV	524611	525011	YDR036C	35	RPN4,CIN5,SFP1,PHD1,SOK2,STE12,FKH1,GLN3,DAL82,GZF3,GAT1,DAL80,GCR1,GLN3,INO2,HAP2,HAP3,HAP5,AFT2,RTG3,REB1,YAP3,YAP5,YAP6,ARR1,FKH1,TEC1,HAP3,HAP2,HAP5,GCN4,SWI5,AFT2,NRG1,TEC1	singletons	Singletons_in_SSDCluster
chrIV	525137	525537	YDR037W	20	TEC1,YAP7,SFP1,FHL1,RAP1,AFT2,RCS1,SPT23,PDR1,STB1,AZF1,DAL80,BAS1,GCN4,STB5,FKH1,UME1,DAL80,RGT1,ADR1	SSD	SSD_in_SSDCluster
chrIV	538365	538765	YDR040C	23	SPT23,YAP7,YAP6,ARR1,YAP3,YAP5,ROX1,DAL82,CAD1,YAP7,YAP6,YAP3,YAP5,ARR1,GLN3,DAL82,SPT23,RGT1,RLR1,DAL80,FKH1,STE12,MOT3	singletons	Singletons_in_ComplementCluster
